commune,zone,typezone,n_polygones,surface_ha,vocation_reglement,habitat_autorise,verdict_moteur,usages_moteur,faisabilite_moteur,ecart,anomalie_rattachement,source,verif
Saint-Benoît,AUb19,AUc,1,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,AUb2,AUc,1,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,AUb6,AUc,1,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,AUb7,AUc,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,AUe3,AUc,1,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Benoît,AUp1,AUc,1,16,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,Acor,A,111,448,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Acu,A,7,600,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ai,A,1,15,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,N,N,29,1994,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nci,N,2,6,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nerl,N,3,96,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Np,N,5,162,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Npnr,N,1,13489,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns20,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns21,N,1,4,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns22,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns23,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns24,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns25,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns26,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns27,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns28,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns29,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns30,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns31,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns32,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns33,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns34,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns35,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns36,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns37,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns38,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns39,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns40,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns41,N,1,5,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns42,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns43,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns44,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns45,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ns46,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta47,N,1,3,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta48,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta49,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta50,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta51,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta52,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta53,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Nta54,N,1,0,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ntb55,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ntb57,N,1,3,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ntb59,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Benoît,Ua,U,11,231,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,Uap,U,5,21,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,Ub,U,35,773,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,Ue,U,5,73,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Benoît,Up,U,1,11,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Benoît,Ut,U,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Denis,2AUa,AUs,1,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,1/1 polygone(s) issus d'un document voisin : 97418_plu_20251126,,non vérifié
