commune,zone,typezone,n_polygones,surface_ha,vocation_reglement,habitat_autorise,verdict_moteur,usages_moteur,faisabilite_moteur,ecart,anomalie_rattachement,source,verif
Saint-Paul,U3b,U,2,23,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,U3c,U,10,532,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=12.0)",,,,non vérifié
Saint-Paul,U3e,U,3,9,Espaces à vocation d'activités économiques et artisanales de l'Eperon et de Plateau Caillou,non (habitat interdit Art. 1.2 al. 2),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=- hf=14.0)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, Art. 1.2 p.145, Art. 10.2 p.151 (14 m ; 19 m ZAC Savane des Tamarins)",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,U4a,U,5,74,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,U4b,U,7,269,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,U4c,U,17,258,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,U5a,U,1,14,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,U5b,U,7,229,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,U5c,U,4,58,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,U6a,U,1,18,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,U6b,U,3,65,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,U6c,U,32,527,"Zone résidentielle mixte, tissu rural aéré (Tan Rouge, Bellemène, Bac Rouge)","oui (interdits limités : entrepôt exclusif, agricole, camping)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",conforme (usage habitat admis),,"97415_reglement_20251217.pdf, caractère p.273, Art. 1.2 p.273, Art. 10.2 p.278 (hé 6 m / hf 9 m)",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,UA,U,4,21,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,4/4 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,UAm,U,1,23,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,UB,U,5,267,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,5/5 polygone(s) issus d'un document voisin : 97408_PLU_20251217;97421_PLU_20220524,,non vérifié
Saint-Paul,UBb,U,1,79,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,UBc,U,1,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,UC,U,5,8,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,5/5 polygone(s) issus d'un document voisin : 97421_PLU_20220524,,non vérifié
Saint-Paul,UE,U,1,2,ANOMALIE DONNÉE : libellé introuvable au règlement Saint-Paul — polygone du PLU de La Possession (idurba 97408_PLU_20251217),,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),ANOMALIE DONNÉE : zone d'un document voisin rattachée à cette commune,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,97415_reglement_20251217.pdf (absence),règlement lu (97415_reglement_20251217.pdf (absence))
Saint-Paul,UEm,U,1,1,ANOMALIE DONNÉE : libellé introuvable au règlement Saint-Paul — polygone du PLU de La Possession (idurba 97408_PLU_20251217),,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),ANOMALIE DONNÉE : zone d'un document voisin rattachée à cette commune,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,97415_reglement_20251217.pdf (absence),règlement lu (97415_reglement_20251217.pdf (absence))
Saint-Paul,UT,U,2,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,Ua,U,5,73,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,5/5 polygone(s) issus d'un document voisin : 97407_PLU_20241209;97423_PLU_20220602,,non vérifié
Saint-Paul,Uaa,U,3,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,3/3 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,Ub,U,14,96,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,14/14 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,Uc,U,12,70,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,12/12 polygone(s) issus d'un document voisin : 97407_PLU_20241209;97423_PLU_20220602,,non vérifié
Saint-Paul,Uca,U,1,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97407_PLU_20241209,,non vérifié
Saint-Paul,Ud,U,2,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97407_PLU_20241209,,non vérifié
Saint-Paul,Ue,U,1,2,ANOMALIE DONNÉE : libellé introuvable au règlement Saint-Paul — polygone du PLU des Trois-Bassins (idurba 97423_PLU_20220602),,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),ANOMALIE DONNÉE : zone d'un document voisin rattachée à cette commune,1/1 polygone(s) issus d'un document voisin : 97423_PLU_20220602,97415_reglement_20251217.pdf (absence),règlement lu (97415_reglement_20251217.pdf (absence))
Saint-Paul,Us,U,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97407_PLU_20241209,,non vérifié
Saint-Paul,Usdu,U,53,150,Secteurs Déjà Urbanisés loi littoral (L.121-8) — amélioration de l'offre de logement sans extension du périmètre bâti,"conditionnel (habitat admis si pas d'atteinte env./paysage + avis CDNPS, sans extension du périmètre bâti)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97415_reglement_20251217.pdf, Art. 1.2-2.2 p.127-128, Art. 10.2 p.134 (6 m égout / 9 m faîtage)",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,Uv,U,2,65,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97407_PLU_20241209,,non vérifié
Saint-Philippe,1AU5ru,AUc,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,1/1 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,A,A,6,427,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,6/6 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,Aba,A,1,3,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,1/1 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,Acu,A,1,146,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,1/1 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,N,N,3,738,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,3/3 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,Nco,N,2,11,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,2/2 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,Nli,N,1,376,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,1/1 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Philippe,Npnr,N,2,21868,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,2/2 polygone(s) issus d'un document voisin : 97412_PLU_20240320;97419_PLU_20190504,,non vérifié
Saint-Philippe,U5ru,U,2,11,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,2/2 polygone(s) issus d'un document voisin : 97412_PLU_20240320,,non vérifié
Saint-Pierre,A,A,32,4276,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,AU01,AUs,3,9,Zone à urbaniser insuffisamment équipée — NON ouverte à l'urbanisation dans l'Eco-PLU,non (toute construction interdite ; seuls réseaux et extensions <=20 % SdP existante),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère + Art. AU0 1 p.200",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AU02,AUs,6,47,Zone à urbaniser insuffisamment équipée — NON ouverte à l'urbanisation,non (toute construction interdite ; extensions <=20 %),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, Art. AU0 1 p.200",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AU03,AUs,1,17,Zone à urbaniser insuffisamment équipée — NON ouverte à l'urbanisation,non (toute construction interdite ; extensions <=20 %),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, Art. AU0 1 p.200",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AU0c-1,AUs,2,22,"Zone à urbaniser insuffisamment équipée, secteur carrières (AU0c)",non (toute construction interdite ; carrières sous conditions),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, Art. AU0 1 p.200",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AUazc,AUc,3,7,"Zone à urbaniser à vocation d'activités (tertiaire/commerce/industrie) — même régime que Uazc ; OAP, urbanisation après opérations d'aménagement",non (même tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, p.171, Art. Ua1 p.172-175, Art. Ua3 p.177-178",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AUazi,AUc,1,12,Zone à urbaniser à vocation d'activités industrielles/artisanales — même régime que Uazi ; OAP,non (même tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, p.171, Art. Ua1 p.172-175, Art. Ua3 p.176-177",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,AUdma,AUc,1,10,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,AUf,AUc,3,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,AUfGB,AUc,1,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,AUg,AUc,3,7,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,AUt1,AUc,2,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,AUt2,AUc,2,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Ac,A,5,99,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Ac1,A,2,145,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Acu,A,4,503,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Acu1,A,1,48,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,At,A,5,8,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,N,N,32,1253,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Nc,N,1,27,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Nci,N,2,7,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Ncu,N,1,16,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Nge,N,2,11,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Np,N,23,49,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Npnr,N,1,174,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Nr,N,12,70,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Pierre,Uaza,U,7,28,"Zone d'activités — ZA Cap Austral, Mon Caprice, Trois Cheminées, Mont Vert les Hauts, la Cafrine, ZI n°2 (artisanat autorisé)",non (Logement interdit Art. Ua1 ; extension d'un logement existant : aucune autorisée),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.171, Art. Ua1 p.172-175 (interdiction p.173), Art. Ua3 p.178 (14 m faîtage)",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uazc,U,3,56,"Zone d'activités — activités tertiaires, commerciales et industrie (ZAC Canabady…)",non (Logement marqué interdit au tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.171, Art. Ua1 p.172-175, Art. Ua3 p.177-178 (13/18 m ; Canabady 7/12 m)",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uazi,U,5,137,Zone d'activités — accueil d'activités industrielles et artisanales (+ carrières possibles),non (Logement marqué interdit au tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.171, Art. Ua1 p.172-175, Art. Ua3 p.176-177 (16 m égout / 21 m faîtage)",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uazp,U,1,92,Zone d'activités — ZAC Pierrefonds Aérodrome,non (Logement marqué interdit au tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.171, Art. Ua1 p.172-175, Art. Ua3 p.178 (15,5 m égout / 20 m faîtage)",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uazpc,U,3,4,Zone d'activités — ZAC Pierrefonds Aérodrome (secteur c),non (Logement marqué interdit au tableau Art. Ua1),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.171, Art. Ua1 p.172-175, Art. Ua3 p.178",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Ucv,U,1,64,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Ud,U,11,396,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,UdBO,U,2,31,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Udl,U,2,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Ue,U,7,126,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Uea,U,1,131,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Uemi,U,2,64,Secteur de Ue (équipements) dévolu aux activités militaires,conditionnel (logements/hébergements uniquement si présence permanente sur site nécessaire au fonctionnement — logement de fonction),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97416_reglement_20240625.pdf, caractère p.187, Art. Ue1 p.188-189, Art. Ue3 p.193 (16/21 m)",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uep,U,5,13,"Secteur de Ue — parcs et espaces verts paysagers, activités de loisirs (sportives/culturelles)",non (Logement marqué interdit au tableau Art. Ue1 ; seuls équipements de plein air et constructions légères),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97416_reglement_20240625.pdf, caractère p.187, Art. Ue1 p.189-190, Art. Ue3 p.193",règlement lu (97416_reglement_20240625.pdf)
Saint-Pierre,Uf,U,33,701,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,UfCA,U,1,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Ug,U,26,876,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Up,U,2,41,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Us,U,18,50,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Pierre,Ut,U,4,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,1AUb,AUc,3,16,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,1AUc,AUc,3,8,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Sainte-Marie,1AUep,AUc,2,17,Zone à urbaniser indicée « ep » — renvoi intégral au règlement UEp ; ouverte dès l'approbation,"non (par renvoi UEp : habitat interdit, y compris gardiennage)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97418_reglement_20251126.pdf, chap. V p.41-42 (Art. AUindicée 1.2, 2 pt 1, 8)",règlement lu (97418_reglement_20251126.pdf)
Sainte-Marie,2AUa,AUs,1,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Marie,2AUb,AUs,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Marie,2AUc,AUs,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Sainte-Marie,A,A,83,2341,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Acu,A,4,247,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Aenr,A,2,23,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,Ap,A,7,125,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Sainte-Marie,N,N,28,1684,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
