idu;commune;adresse_ban;code_postal;ville;surface_m2;tier_v2;rang_v2;mult_v2;copro;veille_succession;statut_matrice;q_score;a_score;completeness;proprio;v_score;v_band;top_signaux
97423000AH0380;Les Trois-Bassins;60 Chemin des Barrières;97426;Les Trois-Bassins;837;a_creuser;217927;0.9;;;ecartee;17;62;92;;0;aucun;
97423000AH1787;Les Trois-Bassins;;;;889;a_creuser;218325;0.9;;;ecartee;35;59;92;;0;aucun;
97423000AE0384;Les Trois-Bassins;67 Chemin des Cactus;97426;Les Trois-Bassins;475;a_creuser;218436;0.9;;;ecartee;30;56;92;;0;aucun;
97423000AD0462;Les Trois-Bassins;;;;341;a_creuser;218846;0.9;;;ecartee;9;63;92;;0;aucun;
97423000AC0467;Les Trois-Bassins;;;;550;a_creuser;219722;0.9;;;ecartee;40;62;92;;0;aucun;
97423000AD0373;Les Trois-Bassins;;;;571;a_creuser;220205;0.9;;;ecartee;11;56;92;;0;aucun;
97423000AK0860;Les Trois-Bassins;6 Chemin des Tamarins;97426;Les Trois-Bassins;1299;a_creuser;220309;0.9;;;a_creuser;51;62;92;;0;aucun;
97423000AC0493;Les Trois-Bassins;;;;593;a_creuser;222145;0.9;;;ecartee;15;56;92;;0;aucun;
97423000AE0639;Les Trois-Bassins;5 Chemin des Orchidées;97426;Les Trois-Bassins;550;a_creuser;222681;0.9;;;ecartee;4;51;92;;0;aucun;
97423000AD0095;Les Trois-Bassins;;;;159;a_creuser;223629;0.9;;;ecartee;7;62;92;;0;aucun;
97423000AK0859;Les Trois-Bassins;8 Chemin des Tamarins;97426;Les Trois-Bassins;1502;a_creuser;223740;0.9;;;a_creuser;52;61;92;;0;aucun;
97423000AH0159;Les Trois-Bassins;50 Rue du Touring Hôtel;97426;Les Trois-Bassins;981;a_creuser;224719;0.9;;;ecartee;19;63;92;;0;aucun;
97423000AC0292;Les Trois-Bassins;5 Allée Maloya;97426;Les Trois-Bassins;258;a_creuser;225490;0.9;;;ecartee;11;56;92;;0;aucun;
97423000AD0293;Les Trois-Bassins;;;;355;a_creuser;225868;0.9;;;ecartee;10;62;92;;0;aucun;
97423000AE0649;Les Trois-Bassins;21 Chemin des Orchidées;97426;Les Trois-Bassins;726;a_creuser;226083;0.9;;;ecartee;22;51;92;;0;aucun;
97423000AI0333;Les Trois-Bassins;;;;248;a_creuser;227573;0.9;;;ecartee;8;62;92;;0;aucun;
97423000AD0464;Les Trois-Bassins;;;;210;a_creuser;228870;0.9;;;ecartee;1;62;92;;0;aucun;
97423000AI0111;Les Trois-Bassins;46 Rue Victor Hugo;97426;Les Trois-Bassins;732;a_creuser;229020;0.9;;;ecartee;29;63;92;;0;aucun;
97423000AH0676;Les Trois-Bassins;363 Route Hubert Delisle;97426;Les Trois-Bassins;2340;a_creuser;229032;0.9;;;a_surveiller;66;60;92;;0;aucun;
97423000AD0738;Les Trois-Bassins;28 Chemin des Jacques;97426;Les Trois-Bassins;444;a_creuser;230435;0.9;;;ecartee;1;57;92;;0;aucun;
97423000AH0901;Les Trois-Bassins;8 Allée des Ramiers;97426;Les Trois-Bassins;1873;reserve_fonciere;232675;0.9;;;ecartee;49;61;92;;0;aucun;
97423000AH1769;Les Trois-Bassins;;;;1328;reserve_fonciere;233844;0.8;;;a_creuser;57;62;92;;0;aucun;
97423000AH0748;Les Trois-Bassins;3 Rue Hervé Payet;97426;Les Trois-Bassins;829;a_creuser;234619;0.8;;;ecartee;35;63;92;;0;aucun;
97423000AD0238;Les Trois-Bassins;;;;494;a_creuser;236879;0.8;;;ecartee;22;62;92;;0;aucun;
97423000AH0842;Les Trois-Bassins;;;;397;a_creuser;237888;0.8;;;ecartee;8;59;92;;0;aucun;
97423000AD0409;Les Trois-Bassins;;;;347;a_creuser;238056;0.8;;;ecartee;27;61;92;;0;aucun;
97423000AC0503;Les Trois-Bassins;58 a Rue des Amaryllis;97426;Les Trois-Bassins;573;a_creuser;238067;0.8;;;ecartee;37;56;92;;0;aucun;
97423000AI0116;Les Trois-Bassins;;;;1657;reserve_fonciere;238936;0.8;;;ecartee;40;61;92;;0;aucun;
97423000AC0531;Les Trois-Bassins;;;;755;a_creuser;239265;0.8;;;ecartee;38;59;92;;0;aucun;
97423000AD0133;Les Trois-Bassins;;;;455;a_creuser;241580;0.8;;;ecartee;1;61;92;;0;aucun;
97423000AD0446;Les Trois-Bassins;14 Chemin des Jacques;97426;Les Trois-Bassins;318;a_creuser;242022;0.8;;;ecartee;1;58;92;;0;aucun;
97423000AH1463;Les Trois-Bassins;5 Allée des Perdrix;97426;Les Trois-Bassins;348;a_creuser;242867;0.8;;;ecartee;1;61;92;;0;aucun;
97423000AD0094;Les Trois-Bassins;29 Chemin Desbassyns;97426;Les Trois-Bassins;713;a_creuser;242920;0.8;;;ecartee;18;62;92;SUCCESSION JARD AUGUSTIN;0;aucun;
97423000AH1167;Les Trois-Bassins;27 a Rue François de Mahy;97426;Les Trois-Bassins;888;a_creuser;242967;0.8;;;ecartee;32;61;92;;0;aucun;
97423000AH1230;Les Trois-Bassins;65 a Rue du Général de Gaulle;97426;Les Trois-Bassins;439;a_creuser;244309;0.8;;;ecartee;23;62;92;;0;aucun;
97423000AH1418;Les Trois-Bassins;18 b Chemin des Barrières;97426;Les Trois-Bassins;761;a_creuser;246921;0.8;;;ecartee;42;62;92;;0;aucun;
97423000AH0627;Les Trois-Bassins;;;;1808;reserve_fonciere;251363;0.8;;;a_creuser;54;62;92;;0;aucun;
97423000AI0718;Les Trois-Bassins;64 Chemin des Limites;97426;Les Trois-Bassins;926;a_creuser;251672;0.8;;;ecartee;38;61;92;;0;aucun;
97423000AE0425;Les Trois-Bassins;72 Chemin des Cactus;97426;Les Trois-Bassins;465;a_creuser;253402;0.8;;;ecartee;33;58;92;;0;aucun;
97423000AI0406;Les Trois-Bassins;113 Chemin des Barrières;97426;Les Trois-Bassins;738;a_creuser;253752;0.8;;;ecartee;36;62;92;;0;aucun;
97423000AC0069;Les Trois-Bassins;;;;182;a_creuser;253964;0.8;;;ecartee;1;57;92;;0;aucun;
97423000AE0636;Les Trois-Bassins;8 Chemin des Orchidées;97426;Les Trois-Bassins;700;a_creuser;254675;0.8;;;ecartee;19;53;92;;0;aucun;
97423000AH0263;Les Trois-Bassins;9 Rue du Cimetière;97426;Les Trois-Bassins;894;a_creuser;255605;0.8;;;ecartee;1;62;92;;0;aucun;
97423000AH1166;Les Trois-Bassins;27 Rue François de Mahy;97426;Les Trois-Bassins;973;a_creuser;257738;0.8;;;ecartee;32;61;92;;0;aucun;
97423000AH1255;Les Trois-Bassins;15 Allée des Perdrix;97426;Les Trois-Bassins;665;a_creuser;258971;0.8;;;ecartee;27;61;92;;0;aucun;
97423000AH0900;Les Trois-Bassins;6 Allée des Ramiers;97426;Les Trois-Bassins;1804;reserve_fonciere;259393;0.8;;;ecartee;48;62;92;;0;aucun;
97423000AC0498;Les Trois-Bassins;64 Rue des Amaryllis;97426;Les Trois-Bassins;556;a_creuser;260556;0.8;;;ecartee;37;57;92;;0;aucun;
97423000AE0380;Les Trois-Bassins;9 Allée des Sapotis;97426;Les Trois-Bassins;448;a_creuser;260611;0.8;;;ecartee;33;56;92;;0;aucun;
97423000AI0227;Les Trois-Bassins;5 Impasse des Conflores;97426;Les Trois-Bassins;1025;a_creuser;260923;0.8;;;ecartee;38;61;92;;0;aucun;
97423000AH0387;Les Trois-Bassins;11 Rue des Francicéas;97426;Les Trois-Bassins;1480;a_creuser;261262;0.8;;;a_creuser;54;63;92;;0;aucun;
97423000AK1186;Les Trois-Bassins;5 Chemin Bras Calebasse;97426;Les Trois-Bassins;2341;reserve_fonciere;261783;0.8;;;a_creuser;54;60;92;;0;aucun;
97423000AH0049;Les Trois-Bassins;;;;2011;reserve_fonciere;263888;0.8;;;ecartee;37;64;92;;0;aucun;
97423000AD0303;Les Trois-Bassins;;;;316;a_creuser;264426;0.8;;;ecartee;1;60;92;;0;aucun;
97423000AC0282;Les Trois-Bassins;1 Chemin des Géraniums;97426;Les Trois-Bassins;565;a_creuser;265318;0.8;;;ecartee;27;56;92;;0;aucun;
97423000AH0383;Les Trois-Bassins;;;;1171;a_creuser;267340;0.8;;;a_creuser;51;62;92;;0;aucun;
97423000AH1807;Les Trois-Bassins;42 b Rue du Général de Gaulle;97426;Les Trois-Bassins;505;a_creuser;272736;0.8;;;ecartee;1;63;92;;0;aucun;
97423000AH1191;Les Trois-Bassins;16 Allée des Ramiers;97426;Les Trois-Bassins;1086;a_creuser;275752;0.8;;;ecartee;36;61;92;;0;aucun;
97423000AD0203;Les Trois-Bassins;;;;578;a_creuser;278353;0.8;;;ecartee;26;60;92;SUCCESSION JARD AUGUSTIN;0;aucun;
97423000AD0362;Les Trois-Bassins;;;;570;a_creuser;278474;0.8;;;ecartee;21;60;92;;0;aucun;
97423000AD0786;Les Trois-Bassins;10 Chemin Desbassyns;97426;Les Trois-Bassins;441;a_creuser;279346;0.8;;;ecartee;16;61;92;;0;aucun;
97423000AC0016;Les Trois-Bassins;;;;1532;reserve_fonciere;280091;0.8;;;a_creuser;61;59;92;;0;aucun;
97423000AC0060;Les Trois-Bassins;55 bis Chemin de l'École du Bois de Nèfles;97426;Les Trois-Bassins;633;a_creuser;280351;0.8;;;ecartee;16;56;92;;0;aucun;
97423000AH1364;Les Trois-Bassins;363 Route Hubert Delisle;97426;Les Trois-Bassins;1196;a_creuser;281257;0.8;;;a_creuser;51;60;92;;0;aucun;
97423000AD0068;Les Trois-Bassins;;;;794;a_creuser;282199;0.8;;;ecartee;23;60;92;SUCCESSION JARD AUGUSTIN;0;aucun;
97423000AI0264;Les Trois-Bassins;12 Impasse des Avocatiers;97426;Les Trois-Bassins;1469;a_creuser;285342;0.8;;;a_creuser;55;60;92;;0;aucun;
97423000AD0064;Les Trois-Bassins;;;;686;a_creuser;287789;0.8;;;ecartee;15;60;92;;0;aucun;
97423000AH1499;Les Trois-Bassins;19 Rue Victor Hugo;97426;Les Trois-Bassins;2571;reserve_fonciere;288219;0.8;;;a_creuser;58;63;92;;0;aucun;
97423000AH0510;Les Trois-Bassins;;;;858;a_creuser;289786;0.8;;;ecartee;44;62;92;;0;aucun;
97423000AH1353;Les Trois-Bassins;18 Allée des Perdrix;97426;Les Trois-Bassins;1279;a_creuser;292330;0.8;;;ecartee;26;61;92;;0;aucun;
97423000AH1050;Les Trois-Bassins;24 a Rue Jérôme Jarry;97426;Les Trois-Bassins;492;a_creuser;292741;0.8;;;ecartee;27;62;92;;0;aucun;
97423000AH1477;Les Trois-Bassins;;;;137;a_creuser;292906;0.8;;;ecartee;9;63;92;;0;aucun;
97423000AC0012;Les Trois-Bassins;57 Rue Victor Hugo;97426;Les Trois-Bassins;1208;a_creuser;293863;0.8;;;ecartee;42;58;92;;0;aucun;
97423000AH0404;Les Trois-Bassins;16 Chemin des Barrières;97426;Les Trois-Bassins;698;a_creuser;295678;0.8;;;ecartee;32;61;92;;0;aucun;
97423000AE0406;Les Trois-Bassins;70 Chemin des Cactus;97426;Les Trois-Bassins;462;a_creuser;296553;0.8;;;ecartee;30;56;92;;0;aucun;
97423000AD0102;Les Trois-Bassins;25 Chemin Desbassyns;97426;Les Trois-Bassins;1501;a_creuser;297086;0.8;;;a_creuser;51;62;92;;0;aucun;
97423000AH1830;Les Trois-Bassins;26 Rue du Cimetière;97426;Les Trois-Bassins;406;a_creuser;297240;0.8;;;ecartee;17;63;92;;0;aucun;
97423000AE0754;Les Trois-Bassins;;;;133;a_creuser;299994;0.8;;;ecartee;40;59;92;;0;aucun;
97423000AH0250;Les Trois-Bassins;;;;1355;reserve_fonciere;304024;0.8;;;a_creuser;54;63;92;;0;aucun;
97423000AD0208;Les Trois-Bassins;;;;526;a_creuser;304158;0.8;;;ecartee;7;64;92;;0;aucun;
97423000AD0694;Les Trois-Bassins;;;;437;a_creuser;305161;0.8;;;ecartee;5;58;92;;0;aucun;
97423000AH0034;Les Trois-Bassins;2 Chemin des Allamandas;97426;Les Trois-Bassins;981;a_creuser;306393;0.8;;;ecartee;28;63;92;;0;aucun;
97423000AH1024;Les Trois-Bassins;20 Allée Lombard;97426;Les Trois-Bassins;1545;reserve_fonciere;306692;0.7;;;a_creuser;54;63;92;;0;aucun;
97423000AE0407;Les Trois-Bassins;72 Chemin des Cactus;97426;Les Trois-Bassins;151;a_creuser;306787;0.7;;;ecartee;40;56;92;;0;aucun;
97423000AI0203;Les Trois-Bassins;3 Chemin Mnémonide;97426;Les Trois-Bassins;1550;reserve_fonciere;307830;0.7;;;a_creuser;54;62;92;;0;aucun;
97423000AE0526;Les Trois-Bassins;;;;3865;a_creuser;310159;0.7;;;ecartee;12;61;92;;0;aucun;
97423000AC0500;Les Trois-Bassins;;;;499;a_creuser;310395;0.7;;;ecartee;33;56;92;;0;aucun;
97423000AC0029;Les Trois-Bassins;;;;734;a_creuser;310673;0.7;;;ecartee;40;60;92;;25;present;Friche recensée (Cartofriches) | Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux
97423000AI0207;Les Trois-Bassins;8 Chemin des Bougainvilliers;97426;Les Trois-Bassins;1338;reserve_fonciere;311116;0.7;;;ecartee;49;62;92;;0;aucun;
97423000AH0524;Les Trois-Bassins;93 Rue du Touring Hôtel;97426;Les Trois-Bassins;1013;a_creuser;312437;0.7;;;ecartee;28;66;92;SCI LOHOCA;12;faible;Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux | Siège Réunion, autre commune que la parcelle
97423000AC0302;Les Trois-Bassins;55 Rue Victor Hugo;97426;Les Trois-Bassins;992;a_creuser;313294;0.7;;;ecartee;39;60;92;;0;aucun;
97423000AC0319;Les Trois-Bassins;467 Chemin Armanet;97426;Les Trois-Bassins;1005;a_creuser;313403;0.7;;;ecartee;39;53;92;;0;aucun;
97423000AD0501;Les Trois-Bassins;;;;713;a_creuser;313697;0.7;;;ecartee;25;56;92;;0;aucun;
97423000AE0398;Les Trois-Bassins;;;;420;a_creuser;315216;0.7;;;ecartee;30;59;92;;0;aucun;
97423000AE0739;Les Trois-Bassins;48 Chemin Bénard;97426;Les Trois-Bassins;4698;a_creuser;316242;0.7;;;ecartee;8;61;92;;0;aucun;
97423000AH1514;Les Trois-Bassins;50 Rue du Général de Gaulle;97426;Les Trois-Bassins;1872;a_creuser;317082;0.7;;;ecartee;47;62;92;;0;aucun;
97423000AD0134;Les Trois-Bassins;;;;3434;a_creuser;319773;0.7;;;ecartee;28;63;92;;0;aucun;
97423000AD0262;Les Trois-Bassins;;;;712;a_creuser;321595;0.7;;;ecartee;39;56;92;;0;aucun;
97423000AD0148;Les Trois-Bassins;59 Chemin Cap du Chat;97426;Les Trois-Bassins;1036;a_creuser;321812;0.7;;;ecartee;29;58;92;;0;aucun;
97423000AC0295;Les Trois-Bassins;;;;859;a_creuser;323757;0.7;;;ecartee;1;61;92;;0;aucun;
97423000AC0118;Les Trois-Bassins;46 Rue des Amaryllis;97426;Les Trois-Bassins;1509;a_creuser;323786;0.7;;;ecartee;12;56;92;;0;aucun;
97423000AC0062;Les Trois-Bassins;55 Chemin de l'École du Bois de Nèfles;97426;Les Trois-Bassins;2036;reserve_fonciere;324858;0.7;;;a_creuser;51;56;92;;0;aucun;
97423000AD0282;Les Trois-Bassins;35 Chemin Blanchard;97426;Les Trois-Bassins;1638;a_creuser;331764;0.7;;;ecartee;43;63;92;;0;aucun;
97423000AC0495;Les Trois-Bassins;;;;1882;reserve_fonciere;334480;0.7;;;ecartee;40;56;92;;0;aucun;
97423000AC0066;Les Trois-Bassins;57 Chemin de l'École du Bois de Nèfles;97426;Les Trois-Bassins;1497;reserve_fonciere;334779;0.7;;;a_creuser;52;56;92;;0;aucun;
97423000AH1768;Les Trois-Bassins;10 Chemin du Pont Neuf;97426;Les Trois-Bassins;608;a_creuser;335042;0.7;;;ecartee;25;61;92;SCI 2R;15;faible;Siège hors Réunion (métropole/étranger)
97423000AE0514;Les Trois-Bassins;66 Chemin des Cactus;97426;Les Trois-Bassins;696;a_creuser;338727;0.7;;;ecartee;46;57;92;;0;aucun;
97423000AC0096;Les Trois-Bassins;55 Rue Victor Hugo;97426;Les Trois-Bassins;938;a_creuser;340217;0.7;;;ecartee;36;60;92;;0;aucun;
97423000AC0474;Les Trois-Bassins;;;;1375;reserve_fonciere;341530;0.7;;;ecartee;37;57;92;;0;aucun;
97423000AD0547;Les Trois-Bassins;;;;1925;a_creuser;348976;0.5;;;ecartee;9;63;92;;0;aucun;
97423000AD0433;Les Trois-Bassins;13 Chemin Desbassyns;97426;Les Trois-Bassins;912;a_creuser;350308;0.5;;;ecartee;28;60;92;;0;aucun;
97423000AD0721;Les Trois-Bassins;;;;650;a_creuser;352339;0.5;;;ecartee;10;58;92;;0;aucun;
97423000AD0327;Les Trois-Bassins;;;;1252;a_creuser;352832;0.5;;;ecartee;30;57;92;;0;aucun;
