parcelle_id,commune,p_mutation_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97410000AL0135,97410,0.194748,-0.0963,1.2686,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,"canopee_pct [(34.6, 61.2]]: -0.332"
97413000CX2890,97413,0.194748,0.2709,1.4009,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247,filo_pct_prop [≤ 0.3676]: +0.143
97416000DL0169,97416,0.194748,-0.0317,1.8162,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: -0.604,nu_constructible [true]: +0.458
97415000CT0199,97415,0.194748,0.0814,0.7453,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97409000AE0242,97409,0.194748,-0.0676,1.3577,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: +0.235,tenure_bin*filo_pct_prop: +0.167
97411000IB0232,97411,0.194748,-0.0005,0.7377,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,"rot_nu [(0.00116, 0.001707]]: -0.142"
97411000HI0142,97411,0.194748,0.0028,0.6332,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,tenure_bin*ndvi_moyen: +0.159
97416000EN1259,97416,0.194748,0.256,0.5955,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159,filo_pct_prop [≤ 0.3676]: +0.143
97404000BA0177,97404,0.194748,0.0033,1.6454,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414
97422000BW2305,97422,0.194748,0.143,0.8918,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97401000AN0684,97401,0.194748,0.1596,0.7985,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97415000DI0656,97415,0.194748,0.029,0.9925,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: -0.238,pv_candidat [true]: +0.203
97414000CP0735,97414,0.194748,-0.4225,0.2451,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,zone_plu [A]: -0.219,"canopee_pct [(18, 34.6]]: -0.206"
97411000BH0764,97411,0.194748,0.2153,1.4926,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458
97408000AO1528,97408,0.194748,0.2191,0.7114,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159,filo_pct_prop [≤ 0.3676]: +0.143
97415000BP0571,97415,0.194748,-0.0009,0.7877,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,pv_candidat [true]: +0.203,tenure_bin*ndvi_moyen: +0.159
97411000EN0701,97411,0.194748,-0.0136,0.8432,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: +0.235,rot_nu [≤ 0.00116]: -0.161
97407000BI0350,97407,0.194748,0.3728,1.2631,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97411000BH0653,97411,0.194748,0.0929,1.3649,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97416000ER0531,97416,0.194748,0.3375,0.9712,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: -0.236
97415000AB0450,97415,0.194748,0.3764,1.0548,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97411000AD0449,97411,0.194748,0.315,0.9088,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97416000DO0011,97416,0.194748,0.1507,0.6822,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: +0.235,rot_nu [≤ 0.00116]: -0.161
97408000AP1642,97408,0.194748,0.5313,1.3423,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97407000AS0118,97407,0.194748,-0.0856,0.7832,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97416000DN0518,97416,0.194748,-0.1247,1.032,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: +0.235
97416000CZ1601,97416,0.194748,0.2876,0.7828,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97422000EN0678,97422,0.194748,0.2386,1.9849,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,piscine [true]: +0.414,tenure_bin*ndvi_moyen: -0.276
97413000DE0915,97413,0.194748,0.0991,1.4939,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,canopee_pct [≤ 0.4]: +0.244,tenure_bin*filo_pct_prop: +0.054
97415000DI0060,97415,0.194748,0.0537,1.3752,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,"canopee_pct [(18, 34.6]]: -0.206"
97422000BW0869,97422,0.194748,0.0224,0.8582,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,nu_constructible [false]: -0.138
97416000ES0998,97416,0.194748,0.0921,0.754,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*ndvi_moyen: +0.159,filo_pct_prop [≤ 0.3676]: +0.143
97411000HB0049,97411,0.194748,0.2978,1.2042,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,nu_constructible [true]: +0.458
97416000IA0912,97416,0.194748,0.0907,0.7938,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97412000AN0469,97412,0.194748,-0.2075,0.5479,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97411000AL0372,97411,0.194748,0.368,0.7783,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000HM0297,97411,0.194748,0.4488,1.498,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97407000AS0351,97407,0.194748,-0.0109,0.9108,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97416000DY0117,97416,0.194748,0.241,0.8454,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161,"rot_bati [(0.03087, 0.04573]]: +0.153"
97415000AB0858,97415,0.194748,0.0221,0.6891,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97411000AS0022,97411,0.194748,0.2833,1.0027,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97415000HK0052,97415,0.194748,0.2628,0.7791,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*ndvi_moyen: -0.340,rot_bati [> 0.04573]: +0.331
97411000AN0173,97411,0.194748,0.2752,1.0907,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97411000IZ0145,97411,0.194748,0.1452,1.1325,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,piscine [true]: +0.414,nu_constructible [false]: -0.138,tenure_bin*ndvi_moyen: +0.106
97409000BP0025,97409,0.194748,-0.3478,1.3503,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*ndvi_moyen: -0.340
97411000BK0230,97411,0.194748,0.1596,0.8168,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: +0.235,rot_nu [≤ 0.00116]: -0.161
97412000BR0009,97412,0.194748,-0.4371,0.0931,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,"canopee_pct [(34.6, 61.2]]: -0.332",tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97414000ET1406,97414,0.194748,0.367,0.7379,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,"canopee_pct [(34.6, 61.2]]: -0.332"
97408000AP1637,97408,0.194748,0.5367,1.307,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97402000AI0266,97402,0.194748,0.3529,1.0419,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203,"rot_bati [(0.03087, 0.04573]]: +0.153"
97409000AR2754,97409,0.194748,0.3296,1.1576,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247,tenure_bin*surface_m2: +0.235
97411000AT0521,97411,0.194748,0.2151,0.8213,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97408000BM0036,97408,0.194748,0.2059,0.6317,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000HM0184,97411,0.194748,0.4488,0.7888,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97406000AI1034,97406,0.194748,0.0622,2.0868,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: -0.310
97415000EZ0264,97415,0.194748,0.1258,0.7351,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97416000CZ2375,97416,0.194748,0.0735,2.2197,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97415000DE1289,97415,0.194748,0.4036,1.3305,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434,tenure_bin*surface_m2: -0.424
97414000CV0411,97414,0.194748,-0.2165,0.2235,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,"canopee_pct [(34.6, 61.2]]: -0.332",tenure_bin*ndvi_moyen: -0.276
97411000DI0273,97411,0.194748,0.1516,0.7177,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [≤ 0.00116]: -0.161
97409000AR0244,97409,0.194748,0.0731,1.0086,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*ndvi_moyen: +0.203,pv_candidat [true]: +0.203
97422000CX0553,97422,0.194748,0.1101,1.5741,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*filo_pct_prop: +0.300,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: +0.235
97415000CZ0335,97415,0.194748,0.2532,0.8355,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.236,filo_pct_prop [≤ 0.3676]: +0.143
97422000BV1292,97422,0.194748,-0.0226,1.2445,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97415000EI0213,97415,0.194748,-0.2224,0.4086,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,tenure_bin*filo_pct_prop: -0.310,zone_plu [A]: -0.219
97406000AM0641,97406,0.194748,0.1932,2.0578,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,piscine [true]: +0.414,tenure_bin [1-2]: +0.324,tenure_bin*filo_pct_prop: +0.261
97411000AS0238,97411,0.194748,0.3131,1.1067,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97418000BM0260,97418,0.194748,0.2145,0.6434,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97417000AT1361,97417,0.194748,0.0486,0.8952,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,piscine [true]: +0.414,sdp_residuelle_m2 [manquant]: -0.162
97414000HB0402,97414,0.194748,-0.0032,1.7306,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97401000AN1031,97401,0.194748,0.1596,0.7775,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97411000AL0415,97411,0.194748,0.3685,0.9203,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000EW0074,97415,0.194748,0.1816,0.8004,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153",nu_constructible [false]: -0.138
97410000AV0389,97410,0.194748,0.2672,1.407,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308,tenure_bin*filo_pct_prop: +0.300
97408000BM0224,97408,0.194748,0.1026,0.9937,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0447,97411,0.194748,0.4538,1.2141,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000DH0076,97415,0.194748,0.4797,0.2192,tenure_bin*surface_m2: +1.173,tenure_bin*rot_bati: +0.491,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331,tenure_bin [1-2]: +0.324
97422000BX0031,97422,0.194748,0.1133,0.7938,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97415000CZ0085,97415,0.194748,0.1333,0.6821,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,tenure_bin*ndvi_moyen: +0.159
97411000AT0085,97411,0.194748,0.0873,0.9999,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97408000AP0812,97408,0.194748,0.397,0.8245,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [> 0.01331]: +0.215,"rot_bati [(0.03087, 0.04573]]: +0.153"
97415000DE1352,97415,0.194748,0.5241,0.683,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97422000BW3062,97422,0.194748,0.1464,0.7838,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143,nu_constructible [false]: -0.138
97413000CX2553,97413,0.194748,0.2761,0.8705,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,zone_plu [AU]: +0.247,canopee_pct [≤ 0.4]: +0.244
97415000CZ0941,97415,0.194748,0.2524,1.3305,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97415000CY0383,97415,0.194748,0.1422,1.0317,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: -0.310
97409000BL0204,97409,0.194748,0.6378,1.9063,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,tenure_bin [1-2]: +0.324,tenure_bin*surface_m2: -0.312,tenure_bin*filo_pct_prop: +0.261
97411000AN0311,97411,0.194748,0.2331,1.1703,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,nu_constructible [true]: +0.458,rot_bati*nu_constructible: -0.434
97408000AP1594,97408,0.194748,0.5367,1.3423,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97415000AB0828,97415,0.194748,0.4087,1.2445,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97408000AP1457,97408,0.194748,0.5324,1.2157,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97411000AD0125,97411,0.194748,0.3735,0.8586,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331
97407000AE0394,97407,0.194748,0.1987,1.5733,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.424
97416000EK0291,97416,0.194748,0.1638,1.1582,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: +0.235
97408000BO0391,97408,0.194748,0.2273,0.9341,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203,filo_pct_prop [≤ 0.3676]: +0.143
97408000AO1713,97408,0.194748,0.5005,2.2442,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000BH0371,97411,0.194748,0.1142,1.4115,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.668,nu_constructible [true]: +0.458
97411000EL0664,97411,0.185811,0.2951,2.2627,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97408000BM0174,97408,0.173163,0.1025,0.8559,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000CT1975,97415,0.153846,0.2417,0.9617,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,canopee_pct [≤ 0.4]: +0.244,tenure_bin*surface_m2: +0.235,filo_pct_prop [≤ 0.3676]: +0.143
97416000DT0629,97416,0.153846,0.2767,0.9106,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.424,"rot_bati [(0.03087, 0.04573]]: +0.153"
97407000AE0396,97407,0.153846,0.1987,1.064,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424,canopee_pct [≤ 0.4]: +0.244
97408000AO0439,97408,0.153846,0.2367,0.4588,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: +0.300,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97408000AP1625,97408,0.153846,0.7616,1.6885,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97422000EH0107,97422,0.153846,-0.0931,0.6954,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000EK0108,97411,0.153846,0.0119,0.9972,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97407000AL0541,97407,0.109769,0.0247,0.8334,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: -0.238,nu_constructible [false]: -0.138
97422000AL0998,97422,0.109769,-0.4875,0.5114,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.604,canopee_pct [≤ 0.4]: +0.244
97415000BI0489,97415,0.109769,0.2955,0.4813,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"canopee_pct [(18, 34.6]]: -0.206","rot_bati [(0.03087, 0.04573]]: +0.153"
97422000EN0147,97422,0.109769,0.0513,1.3143,tenure_bin [<1]: +0.950,nu_constructible [true]: +0.458,tenure_bin*surface_m2: +0.235,tenure_bin*filo_pct_prop: +0.167,tenure_bin*ndvi_moyen: +0.159
97422000EH0126,97422,0.109769,-0.0837,1.1724,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: -0.310
97418000AC0952,97418,0.109769,-0.033,1.2377,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308,canopee_pct [≤ 0.4]: +0.244
97406000AP0422,97406,0.109769,0.0874,1.2774,permis_bin [<2a]: +0.697,rot_bati*nu_constructible: +0.462,nu_constructible [true]: +0.458,rot_bati [≤ 0.001762]: -0.352,zone_plu [AU]: +0.247
97411000DM0271,97411,0.109769,-0.0675,0.82,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*filo_pct_prop: -0.195,rot_nu [≤ 0.00116]: -0.161
97415000CH1635,97415,0.109769,-0.1381,2.0986,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458,piscine [true]: +0.414,tenure_bin [1-2]: +0.324,tenure_bin*surface_m2: +0.243
97414000EV0500,97414,0.109769,-0.0463,1.2239,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*filo_pct_prop: +0.300,tenure_bin*ndvi_moyen: +0.159
97409000BE1977,97409,0.109769,-0.2642,1.1646,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97416000DT0291,97416,0.109769,0.2767,0.9995,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,canopee_pct [≤ 0.4]: +0.244
97414000DT0980,97414,0.109769,0.4559,1.2194,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308,zone_plu [AU]: +0.247
