parcelle_id,commune,p_mutation_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97408000AP1640,97408,0.393939,0.5308,1.4583,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,canopee_pct [≤ 0.4]: +0.244
97418000BM0273,97418,0.393939,0.2358,0.7513,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,filo_pct_prop [≤ 0.3676]: +0.143
97416000DV0140,97416,0.393939,0.2089,0.8821,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97415000BO0317,97415,0.343959,0.3373,0.7267,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97408000BM0100,97408,0.327869,0.2521,0.5662,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97411000HP0011,97411,0.327869,0.0944,0.7661,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*ndvi_moyen: +0.159
97411000IR0407,97411,0.327869,0.2088,0.8195,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000AH0140,97411,0.327869,0.318,0.5637,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,"canopee_pct [(18, 34.6]]: -0.206"
97415000DE0953,97415,0.327869,0.4408,0.9089,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000AK0010,97411,0.327869,0.2227,0.2352,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,canopee_pct [> 61.2]: -0.453
97416000DT0815,97416,0.327869,0.1895,0.7591,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,pv_candidat [true]: +0.203
97422000BW1403,97422,0.327869,0.109,0.916,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,canopee_pct [≤ 0.4]: +0.244
97422000EK0063,97422,0.327869,-0.0314,1.0972,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97411000BH0694,97411,0.327869,0.1787,0.9054,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97411000BH0361,97411,0.327869,0.1084,0.5644,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000AL0042,97411,0.327869,0.4363,0.5055,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97416000DS0349,97416,0.327869,0.1949,0.8582,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97412000AZ0110,97412,0.327869,-0.1857,0.4879,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.308,zone_plu [A]: -0.219,surface_m2 [> 1.204e+04]: -0.167
97416000CX0211,97416,0.327869,0.2502,1.1908,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97408000BL0045,97408,0.327869,0.3761,0.3611,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,sdp_residuelle_m2 [manquant]: -0.162
97416000DT0331,97416,0.327869,0.2767,1.7797,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.424
97418000AS1356,97418,0.327869,0.4821,2.2514,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667
97411000HP0072,97411,0.327869,0.041,0.8793,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000BH0742,97411,0.327869,0.1087,0.392,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,"canopee_pct [(34.6, 61.2]]: -0.332"
97416000EI1012,97416,0.327869,0.2363,0.7893,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000BE0083,97411,0.327869,0.0365,0.9786,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,pv_candidat [true]: +0.203
97411000AD0283,97411,0.327869,0.2626,0.7654,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97408000AP1585,97408,0.327869,0.4131,0.5079,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,rot_nu [> 0.01331]: +0.215
97408000AP0827,97408,0.327869,0.5194,0.8553,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [> 0.01331]: +0.215
97411000AE0501,97411,0.327869,0.15,0.8468,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159
97416000DT0250,97416,0.327869,0.1312,1.2487,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97415000DE1240,97415,0.327869,0.4957,0.7581,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97411000DN0137,97411,0.327869,0.1644,0.8123,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236
97417000BC0067,97417,0.327869,-0.0476,0.5256,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*ndvi_moyen: -0.340,tenure_bin*filo_pct_prop: -0.310,"ndvi_moyen [(0.23, 0.267]]: +0.225"
97411000EM0045,97411,0.327869,0.2299,0.4368,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97411000BP0701,97411,0.327869,0.589,0.5792,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97407000AE0796,97407,0.327869,0.1987,2.3349,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.565
97422000EK0195,97422,0.327869,0.0729,0.8821,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153"
97422000AX1478,97422,0.327869,0.0412,1.4379,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,nu_constructible [true]: +0.458,tenure_bin*ndvi_moyen: -0.340
97422000AX1477,97422,0.327869,0.0444,1.1646,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,nu_constructible [true]: +0.458,tenure_bin*rot_bati: -0.308
97411000AE0020,97411,0.327869,0.1915,0.9523,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203
97411000BH0735,97411,0.327869,0.0921,0.9282,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236
97411000DS0443,97411,0.287147,0.3047,0.7779,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000HV0131,97411,0.259542,0.2125,0.8879,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97415000DE1271,97415,0.259542,0.4961,0.7301,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97416000DT0123,97416,0.259542,0.2236,2.1968,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565
97411000BK0220,97411,0.259542,0.1154,1.0281,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458
97422000AD0253,97422,0.259542,-0.2581,0.3848,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: -0.310,tenure_bin*rot_bati: -0.308,zone_plu [A]: -0.219
97411000AY0555,97411,0.259542,0.3326,0.926,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97411000BZ0116,97411,0.259542,0.2513,0.7085,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97422000BY0617,97422,0.259542,0.1664,0.7422,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159
97411000AW0900,97411,0.259542,0.3567,0.9089,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000EM0039,97411,0.259542,0.2396,0.7838,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236
97411000HT0207,97411,0.259542,0.3227,0.8214,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97413000CX1803,97413,0.259542,0.2761,1.2942,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97408000AP1608,97408,0.259542,0.7583,2.2996,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667,tenure_bin*surface_m2: -0.565,nu_constructible [true]: +0.458
97411000BK0335,97411,0.259542,-0.0035,0.8707,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161
97408000BO0375,97408,0.259542,0.283,0.6485,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,"sdp_residuelle_m2 [(493, 1341]]: -0.175"
97408000AP1584,97408,0.259542,0.603,1.3831,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,nu_constructible [true]: +0.458,tenure_bin*surface_m2: -0.236
97411000KC0012,97411,0.259542,0.1304,1.1111,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414
97422000DI0492,97422,0.259542,-0.2149,0.4201,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: -0.573,zone_plu [A]: -0.219,surface_m2 [> 1.204e+04]: -0.167
97412000BP0109,97412,0.259542,0.1444,0.6778,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159
97411000HR0043,97411,0.259542,0.2531,0.7849,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: +0.235
97411000AD0044,97411,0.259542,0.3735,0.7531,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97415000EY0715,97415,0.259542,0.1157,0.6493,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,"canopee_pct [(18, 34.6]]: -0.206"
97415000EW1017,97415,0.259542,0.2636,1.2123,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,tenure_bin*ndvi_moyen: +0.159
97411000AM0013,97411,0.259542,0.1376,0.7748,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153"
97411000AM0017,97411,0.259542,0.1376,0.7504,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,"rot_bati [(0.03087, 0.04573]]: +0.153"
97416000EK0252,97416,0.259542,0.1638,1.1635,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,piscine [true]: +0.414,tenure_bin*filo_pct_prop: +0.300
97411000HY0170,97411,0.259542,0.1634,0.7961,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97415000HK0181,97415,0.259542,0.2609,0.7779,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97411000AE0613,97411,0.259542,0.2071,1.7444,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,tenure_bin*surface_m2: -0.424
97416000EN0779,97416,0.259542,0.1386,0.6959,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159
97409000AP0837,97409,0.259542,0.1449,1.2886,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,piscine [true]: +0.414,canopee_pct [≤ 0.4]: +0.244
97408000BL0221,97408,0.259542,0.2418,0.6734,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: -0.238
97411000HD0064,97411,0.259542,0.2356,1.0102,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97420000AD0316,97420,0.259542,0.2085,0.7131,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000HI0215,97411,0.259542,0.0151,0.8794,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97415000EW1341,97415,0.259542,0.1363,0.7877,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97411000IR0406,97411,0.259542,0.2088,0.7377,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000BK0234,97411,0.259542,0.1596,0.7324,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,rot_nu [≤ 0.00116]: -0.161
97415000CX0556,97415,0.259542,0.3832,0.8101,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"rot_bati [(0.03087, 0.04573]]: +0.153"
97422000CH0176,97422,0.259542,0.376,0.4179,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97411000IR0459,97411,0.259542,0.0514,0.8015,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000AO0584,97411,0.259542,0.1189,0.8707,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000AL0005,97411,0.259542,0.5229,0.7399,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97411000AE0725,97411,0.259542,0.2104,0.8003,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97408000AP1011,97408,0.259542,0.4972,0.7492,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,rot_nu [> 0.01331]: +0.215
97407000AL1582,97407,0.259542,0.1803,0.6836,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203
97411000AE0058,97411,0.259542,0.2064,0.6206,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,canopee_pct [≤ 0.4]: +0.244
97411000AN0098,97411,0.259542,0.2066,1.1189,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*surface_m2: -0.236
97411000KC0094,97411,0.259542,0.0282,0.8793,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97411000EN0061,97411,0.259542,0.093,0.4863,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,"canopee_pct [(18, 34.6]]: -0.206"
97422000CH0551,97422,0.259542,0.3115,0.7345,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
97401000AS0525,97401,0.259542,0.2292,1.5781,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599,"canopee_pct [(18, 34.6]]: -0.206"
97415000DE0586,97415,0.259542,0.4134,0.9444,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,canopee_pct [≤ 0.4]: +0.244
97416000DX0294,97416,0.259542,0.2636,1.3421,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97415000AB0799,97415,0.259542,0.3753,1.2469,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: -0.573,nu_constructible [true]: +0.458
97416000EN0776,97416,0.259542,0.1387,0.7584,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,tenure_bin*ndvi_moyen: +0.159
97411000BH0671,97411,0.259542,0.092,1.078,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*ndvi_moyen: -0.340,rot_bati [> 0.04573]: +0.331
97407000AT0051,97407,0.259542,0.3157,0.6891,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,"rot_bati [(0.03087, 0.04573]]: +0.153"
97418000AS1351,97418,0.259542,0.4821,2.4022,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: -0.915,tenure_bin*filo_pct_prop: +0.764,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.667
97411000HM0161,97411,0.259542,0.507,0.9395,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,pv_candidat [true]: +0.203,nu_constructible [false]: -0.138
97402000AI0540,97402,0.259542,0.2909,0.9277,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.667,tenure_bin*filo_pct_prop: +0.300,pv_candidat [true]: +0.203
97411000BH0743,97411,0.259542,0.1119,0.8579,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458
97418000AS0880,97418,0.259542,0.4576,1.1391,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414,"canopee_pct [(18, 34.6]]: -0.206"
97415000DE0578,97415,0.259542,0.4141,0.6977,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300,tenure_bin*ndvi_moyen: +0.159
97409000AR2320,97409,0.259542,0.3548,1.5735,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,nu_constructible [true]: +0.458
97408000BL0323,97408,0.259542,0.3761,0.5361,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: -0.236
97411000HT0019,97411,0.259542,0.4221,0.8559,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.565,rot_bati [> 0.04573]: +0.331
97420000AD0245,97420,0.259542,0.2651,0.6734,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,pv_candidat [true]: +0.203
97411000HB0228,97411,0.259542,0.2891,0.4047,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,"canopee_pct [(34.6, 61.2]]: -0.332",rot_bati [> 0.04573]: +0.331
97413000CX2551,97413,0.259542,0.2761,1.2628,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458,zone_plu [AU]: +0.247
97411000AE0585,97411,0.259542,0.2071,0.7492,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,tenure_bin*rot_bati: +0.599,filo_pct_prop [≤ 0.3676]: +0.143
97416000HL0023,97416,0.259542,-0.3065,0.7445,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: -0.649,piscine [true]: +0.414,"canopee_pct [(34.6, 61.2]]: -0.332"
97411000BH0744,97411,0.259542,0.1087,0.2619,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,canopee_pct [> 61.2]: -0.453
97411000AN0500,97411,0.259542,0.3037,0.8567,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: -0.424,rot_bati [> 0.04573]: +0.331
