idu,partition,date_vente,v_at_T,owner_type,pts_A,pts_B,pts_C,pts_D,pts_E,codes
97416000CS0811,VENDEUR_CERTAIN,2025-11-14,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AD0882,ACHETEUR_PROBABLE,2023-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CD0434,ACHETEUR_PROBABLE,2023-08-17,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DH1334,VENDEUR_CERTAIN,2025-06-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97403000AS1189,ACHETEUR_PROBABLE,2024-09-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CS0602,ACHETEUR_PROBABLE,2023-04-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CX0716,VENDEUR_CERTAIN,2025-01-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BI0478,ACHETEUR_PROBABLE,2023-07-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HI1627,ACHETEUR_PROBABLE,2023-01-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AC0531,ACHETEUR_PROBABLE,2024-05-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AL0404,ACHETEUR_PROBABLE,2024-05-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DN0161,ACHETEUR_PROBABLE,2024-05-23,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97423000AB1849,ACHETEUR_PROBABLE,2024-12-27,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
97413000CA0263,ACHETEUR_PROBABLE,2024-04-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000HY1094,ACHETEUR_PROBABLE,2024-12-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DC0530,VENDEUR_CERTAIN,2025-08-27,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BH0748,ACHETEUR_PROBABLE,2024-07-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AL1773,ACHETEUR_PROBABLE,2024-10-01,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CM0324,ACHETEUR_PROBABLE,2024-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000HP0405,VENDEUR_CERTAIN,2025-01-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0643,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EY0131,ACHETEUR_PROBABLE,2023-10-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AM0012,VENDEUR_CERTAIN,2025-05-26,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97415000CD0053,VENDEUR_CERTAIN,2025-02-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2111,VENDEUR_CERTAIN,2025-08-25,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97411000IL0339,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AR1840,ACHETEUR_PROBABLE,2023-02-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BW2265,ACHETEUR_PROBABLE,2024-04-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DT0105,ACHETEUR_PROBABLE,2023-06-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DE2105,VENDEUR_CERTAIN,2025-06-18,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97410000AK0207,ACHETEUR_PROBABLE,2023-06-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HB0216,ACHETEUR_PROBABLE,2023-12-19,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97418000AT2020,ACHETEUR_PROBABLE,2023-11-09,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000ES0782,VENDEUR_CERTAIN,2025-06-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AS1428,VENDEUR_CERTAIN,2025-02-24,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97415000BZ0628,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000HK0107,ACHETEUR_PROBABLE,2023-11-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000BD0397,ACHETEUR_PROBABLE,2024-01-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BH2165,ACHETEUR_PROBABLE,2024-04-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000IL0756,ACHETEUR_PROBABLE,2023-12-04,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97407000AV0058,ACHETEUR_PROBABLE,2024-12-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH0773,ACHETEUR_PROBABLE,2024-12-31,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97411000DE0019,ACHETEUR_PROBABLE,2023-06-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AE0057,ACHETEUR_PROBABLE,2023-01-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0632,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97401000AM1458,ACHETEUR_PROBABLE,2024-12-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BW1915,ACHETEUR_PROBABLE,2023-12-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1101,VENDEUR_CERTAIN,2025-03-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97409000AS2034,ACHETEUR_PROBABLE,2023-06-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH0831,VENDEUR_CERTAIN,2025-09-12,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97415000BZ0586,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000CM0276,VENDEUR_CERTAIN,2025-07-11,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97421000AV1008,ACHETEUR_PROBABLE,2023-03-30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97402000AM0011,VENDEUR_CERTAIN,2025-05-26,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97414000EN4020,ACHETEUR_PROBABLE,2024-10-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97415000BZ0873,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW3548,ACHETEUR_PROBABLE,2023-06-30,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97416000ET1478,VENDEUR_CERTAIN,2025-12-22,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97418000AT2393,VENDEUR_CERTAIN,2025-08-29,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97419000AP0421,ACHETEUR_PROBABLE,2024-07-10,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97405000AO0184,ACHETEUR_PROBABLE,2024-07-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS1335,VENDEUR_CERTAIN,2025-09-24,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000HM0288,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AT0966,ACHETEUR_PROBABLE,2024-08-06,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CW0264,ACHETEUR_PROBABLE,2024-07-04,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97422000BS2041,ACHETEUR_PROBABLE,2024-05-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DE0018,ACHETEUR_PROBABLE,2023-06-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0642,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AB1799,ACHETEUR_PROBABLE,2023-07-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DS0231,ACHETEUR_PROBABLE,2024-12-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AY0737,VENDEUR_CERTAIN,2025-10-27,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97411000DR0479,VENDEUR_CERTAIN,2025-05-14,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97423000AK0189,ACHETEUR_PROBABLE,2023-10-31,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CT1257,ACHETEUR_PROBABLE,2024-10-16,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97423000AI0778,ACHETEUR_PROBABLE,2023-10-31,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BM1071,ACHETEUR_PROBABLE,2023-07-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CM2347,ACHETEUR_PROBABLE,2024-11-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CR0862,ACHETEUR_PROBABLE,2023-07-31,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000CM1939,ACHETEUR_PROBABLE,2023-01-06,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97415000BO0714,VENDEUR_CERTAIN,2025-06-17,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000BS0129,ACHETEUR_PROBABLE,2024-11-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AP0083,VENDEUR_CERTAIN,2025-12-17,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BO0459,ACHETEUR_PROBABLE,2024-11-07,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97410000AS0444,ACHETEUR_PROBABLE,2023-05-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97401000AM1839,ACHETEUR_PROBABLE,2023-06-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AT1477,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000BX0921,ACHETEUR_PROBABLE,2024-07-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DS0431,ACHETEUR_PROBABLE,2024-11-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97414000EN4022,ACHETEUR_PROBABLE,2024-10-25,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97414000HI1629,ACHETEUR_PROBABLE,2023-01-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BE0490,ACHETEUR_PROBABLE,2024-02-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AI0910,ACHETEUR_PROBABLE,2023-12-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET1489,ACHETEUR_PROBABLE,2023-09-05,35,pm,0,12,15,8,0,RNE_DIRIGEANT_65:12;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97405000AN0351,ACHETEUR_PROBABLE,2024-09-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000EN0181,VENDEUR_CERTAIN,2025-08-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AW1214,VENDEUR_CERTAIN,2025-08-28,28,pm,20,0,0,8,0,BODACC_SAUVEGARDE:20;DVF_TENURE_OBS5:8
97407000AE0529,ACHETEUR_PROBABLE,2024-09-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AL0042,VENDEUR_CERTAIN,2025-05-27,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97424000AM0924,ACHETEUR_PROBABLE,2024-12-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97406000AM0206,ACHETEUR_PROBABLE,2023-06-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2153,ACHETEUR_PROBABLE,2024-05-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BC1429,VENDEUR_CERTAIN,2025-04-10,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CM2351,ACHETEUR_PROBABLE,2024-11-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BM1391,ACHETEUR_PROBABLE,2023-05-26,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AZ0583,ACHETEUR_PROBABLE,2023-09-08,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97410000AS1388,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AT0650,VENDEUR_CERTAIN,2025-02-27,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97401000AM1840,ACHETEUR_PROBABLE,2023-12-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AM1072,ACHETEUR_PROBABLE,2023-11-10,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97411000DT0288,ACHETEUR_PROBABLE,2024-05-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000HM0204,ACHETEUR_PROBABLE,2024-11-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BM1073,ACHETEUR_PROBABLE,2023-12-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AB1033,VENDEUR_CERTAIN,2025-03-19,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97411000CE0159,ACHETEUR_PROBABLE,2023-03-22,43,pm,35,0,0,8,0,BODACC_LJ:35;DVF_TENURE_OBS5:8
97412000AZ0948,VENDEUR_CERTAIN,2025-08-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BC1866,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AS1064,ACHETEUR_PROBABLE,2024-07-09,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BH0267,VENDEUR_CERTAIN,2025-10-14,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97418000AT2381,ACHETEUR_PROBABLE,2024-11-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0049,ACHETEUR_PROBABLE,2023-07-13,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000CX0216,ACHETEUR_PROBABLE,2023-03-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AE0456,ACHETEUR_PROBABLE,2024-06-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AS0779,ACHETEUR_PROBABLE,2023-12-21,12,pm,0,12,0,0,0,RNE_DIRIGEANT_65:12
97418000AC0258,ACHETEUR_PROBABLE,2023-12-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AK0223,ACHETEUR_PROBABLE,2024-12-05,29,pm,0,0,4,25,0,GEO_AUTRE_COMMUNE:4;FRICHE:18;DVF_TENURE_OBS5:7
97416000HN0853,ACHETEUR_PROBABLE,2024-06-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS0838,VENDEUR_CERTAIN,2025-11-14,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000BC0103,ACHETEUR_PROBABLE,2024-12-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CM0217,ACHETEUR_PROBABLE,2024-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AN1728,ACHETEUR_PROBABLE,2023-09-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97422000BL0146,ACHETEUR_PROBABLE,2024-06-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2189,VENDEUR_CERTAIN,2025-08-18,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97422000BY0846,ACHETEUR_PROBABLE,2023-04-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BK0115,ACHETEUR_PROBABLE,2023-09-18,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97409000BI0115,ACHETEUR_PROBABLE,2024-05-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EM0811,ACHETEUR_PROBABLE,2023-08-29,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97415000DE1200,ACHETEUR_PROBABLE,2024-02-28,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97409000AP0898,ACHETEUR_PROBABLE,2024-03-20,51,pm,0,22,4,25,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;FRICHE:18;DVF_TENURE_OBS5:7
97415000BZ0636,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AT2321,ACHETEUR_PROBABLE,2024-02-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EI1540,ACHETEUR_PROBABLE,2023-12-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DE0180,ACHETEUR_PROBABLE,2023-03-10,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97423000AK1580,ACHETEUR_PROBABLE,2023-09-19,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AD0588,ACHETEUR_PROBABLE,2024-02-29,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AP1934,ACHETEUR_PROBABLE,2023-08-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EH0542,VENDEUR_CERTAIN,2025-09-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AE0428,ACHETEUR_PROBABLE,2023-08-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CN0141,ACHETEUR_PROBABLE,2024-03-01,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000ET2160,VENDEUR_CERTAIN,2025-09-16,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97407000AE0355,VENDEUR_CERTAIN,2025-10-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AM0023,VENDEUR_CERTAIN,2025-05-26,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97424000AH0931,VENDEUR_CERTAIN,2025-05-28,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DI0236,ACHETEUR_PROBABLE,2023-07-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000AV1460,ACHETEUR_PROBABLE,2024-07-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AB1011,ACHETEUR_PROBABLE,2023-03-10,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0646,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000AN0072,ACHETEUR_PROBABLE,2024-09-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CN0035,ACHETEUR_PROBABLE,2024-03-01,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0634,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AW0692,ACHETEUR_PROBABLE,2024-03-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000IR0504,ACHETEUR_PROBABLE,2024-03-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CM0207,ACHETEUR_PROBABLE,2024-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DV0413,ACHETEUR_PROBABLE,2024-04-19,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97416000IK0516,ACHETEUR_PROBABLE,2024-12-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BK0116,ACHETEUR_PROBABLE,2023-09-18,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97407000BI0362,VENDEUR_CERTAIN,2025-04-16,42,pm,30,0,4,8,0,BODACC_RJ:30;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DM0682,VENDEUR_CERTAIN,2025-03-14,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97416000DK0139,VENDEUR_CERTAIN,2025-06-05,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97422000BX0562,ACHETEUR_PROBABLE,2024-10-30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97405000AK1718,VENDEUR_CERTAIN,2025-05-14,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97402000AL0061,ACHETEUR_PROBABLE,2024-03-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS0574,ACHETEUR_PROBABLE,2023-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BZ0645,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AN0352,VENDEUR_CERTAIN,2025-10-29,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97414000ER0698,ACHETEUR_PROBABLE,2023-10-13,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
