idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97415000CI0498,Saint-Paul,1776,1342,0.755,49.7,A,True,True,False
97415000CI0080,Saint-Paul,4066,3338,0.821,12.3,U,True,False,False
97415000CI0208,Saint-Paul,2727,1533,0.562,19.0,U,True,False,False
97415000CI0043,Saint-Paul,2828,974,0.344,23.0,N,False,True,False
97415000CI0167,Saint-Paul,2244,1660,0.740,82.7,A,True,True,False
97415000CI0051,Saint-Paul,1986,1161,0.585,37.4,U,True,False,False
97415000CI0179,Saint-Paul,3653,2979,0.815,28.4,AUc,True,False,False
97415000CI0168,Saint-Paul,2213,1476,0.667,18.5,N,True,True,False
97415000CI0307,Saint-Paul,1571,1022,0.651,44.8,U,True,False,False
97415000CI0296,Saint-Paul,2313,1293,0.559,30.6,N,True,True,False
97415000CI0828,Saint-Paul,1192,777,0.652,34.0,U,True,False,False
97415000CK0132,Saint-Paul,5564,3483,0.626,105.6,A,True,True,False
97415000CK0512,Saint-Paul,1992,1372,0.689,12.7,A,True,True,False
97415000CK0464,Saint-Paul,3327,1916,0.576,42.6,U,True,False,False
97415000CK0006,Saint-Paul,4718,2999,0.636,23.3,N,True,True,False
97415000CK0805,Saint-Paul,2691,1498,0.557,38.4,A,True,True,False
97415000CK0806,Saint-Paul,1059,589,0.557,29.3,A,True,True,False
97415000CK0059,Saint-Paul,2083,1232,0.591,24.8,A,True,True,False
97415000CK0288,Saint-Paul,2633,2054,0.780,37.9,A,True,True,False
97415000CK0048,Saint-Paul,3062,2334,0.762,24.5,A,True,True,False
97415000CK0301,Saint-Paul,1425,836,0.587,15.5,U,True,False,False
97415000CK0602,Saint-Paul,1283,799,0.623,14.1,U,True,False,False
97415000CK0039,Saint-Paul,2094,1323,0.632,14.9,U,True,False,False
97415000CK0463,Saint-Paul,3183,2189,0.688,94.7,U,True,False,False
97415000CL0091,Saint-Paul,5448,4312,0.792,102.2,A,True,True,False
97415000CL0155,Saint-Paul,5226,3210,0.614,48.3,U,True,False,False
97415000CL0303,Saint-Paul,4131,2941,0.712,26.6,A,True,True,False
97415000CL0273,Saint-Paul,5806,3919,0.675,105.9,U,True,False,False
97415000CL0906,Saint-Paul,2045,1260,0.616,41.1,U,True,False,False
97415000CL0559,Saint-Paul,3611,2942,0.815,41.2,U,True,False,False
97415000CL0243,Saint-Paul,1452,1033,0.711,35.9,U,True,False,False
97415000CL0156,Saint-Paul,1382,918,0.664,34.2,U,True,False,False
97415000CL0187,Saint-Paul,2225,1394,0.626,57.7,U,True,False,False
97415000CL0009,Saint-Paul,2396,1736,0.725,21.5,U,True,False,False
97415000CM0424,Saint-Paul,5252,3999,0.761,17.5,U,True,False,False
97415000CM0441,Saint-Paul,1628,1222,0.750,19.0,U,True,False,False
97415000CM0885,Saint-Paul,2779,1601,0.576,13.7,U,True,False,False
97415000CM1440,Saint-Paul,1545,1102,0.714,28.8,U,True,False,False
97415000CM1985,Saint-Paul,5026,2726,0.542,137.7,U,True,False,False
97415000CM2006,Saint-Paul,2012,1363,0.678,51.1,U,True,False,False
97415000CM0996,Saint-Paul,2922,2411,0.825,28.0,A,True,True,False
97415000CM0285,Saint-Paul,3167,2183,0.689,65.7,A,True,True,False
97415000CM1639,Saint-Paul,1791,1037,0.579,67.1,U,True,False,False
97415000CM0507,Saint-Paul,1004,509,0.507,20.0,U,True,False,False
97415000CM0661,Saint-Paul,3081,1889,0.613,33.2,U,True,False,False
97415000CM0143,Saint-Paul,1445,717,0.496,26.1,U,False,False,False
97415000CM0485,Saint-Paul,2598,1072,0.413,57.0,U,False,False,False
97415000CM0353,Saint-Paul,2667,1569,0.588,49.5,U,True,False,False
97415000CM0132,Saint-Paul,1443,602,0.417,39.0,U,False,False,False
97415000CM0004,Saint-Paul,2366,1560,0.659,39.0,U,True,False,False
97415000CM0005,Saint-Paul,3128,1760,0.563,43.2,N,True,True,False
97415000CN0085,Saint-Paul,4285,3026,0.706,68.4,A,True,True,False
97415000CN0292,Saint-Paul,3638,2982,0.820,27.4,N,True,True,False
97415000CN0341,Saint-Paul,1659,991,0.597,18.6,U,True,False,False
97415000CN0142,Saint-Paul,1672,1072,0.641,23.7,A,True,True,False
97415000CN0035,Saint-Paul,2501,1887,0.755,90.3,U,True,False,False
97415000CN0034,Saint-Paul,1441,940,0.652,54.9,U,True,False,False
97415000CN0298,Saint-Paul,1960,1473,0.751,50.1,U,True,False,False
97415000CN0129,Saint-Paul,2352,1552,0.660,44.3,N,True,True,False
97415000CN0495,Saint-Paul,1558,1043,0.670,14.4,A,True,True,False
97415000CO0206,Saint-Paul,1972,1102,0.559,27.2,U,True,False,False
97415000CO0457,Saint-Paul,2918,1374,0.471,41.4,U,False,False,False
97415000CP1531,Saint-Paul,1961,1436,0.732,48.0,A,True,True,False
97415000CP1220,Saint-Paul,1315,818,0.622,36.2,U,True,False,False
97415000CP0597,Saint-Paul,1735,1251,0.721,47.7,A,True,True,False
97415000CP1287,Saint-Paul,2211,1719,0.778,84.3,A,True,True,False
97415000CP1348,Saint-Paul,1627,1213,0.746,25.3,AUc,True,False,False
97415000CP0311,Saint-Paul,1855,1310,0.706,36.0,U,True,False,False
97415000CP1266,Saint-Paul,2140,1579,0.738,53.0,A,True,True,False
97415000CP1176,Saint-Paul,2137,1679,0.786,84.6,A,True,True,False
97415000CP1954,Saint-Paul,1044,624,0.598,65.2,U,True,False,False
97415000CP0238,Saint-Paul,5612,2339,0.417,39.9,U,False,False,False
97415000CP0664,Saint-Paul,2522,1752,0.695,20.4,U,True,False,False
97415000CP0699,Saint-Paul,2422,1865,0.770,14.9,U,True,False,False
97415000CP0872,Saint-Paul,1886,939,0.498,19.3,U,False,False,False
97415000CP0507,Saint-Paul,1529,935,0.611,50.1,U,True,False,False
97415000CR0390,Saint-Paul,5705,4755,0.834,84.9,A,True,True,False
97415000CR1143,Saint-Paul,4518,2736,0.606,24.1,A,True,True,False
97415000CR0417,Saint-Paul,2947,2188,0.742,27.7,U,True,False,False
97415000CR0418,Saint-Paul,2638,1860,0.705,48.0,U,True,False,False
97415000CR0223,Saint-Paul,1816,1278,0.704,30.6,U,True,False,False
97415000CR1116,Saint-Paul,1640,1181,0.720,29.0,N,True,True,False
97415000CR0506,Saint-Paul,1091,675,0.619,19.7,U,True,False,False
97415000CR0224,Saint-Paul,2347,1852,0.789,13.5,U,True,False,False
97415000CR0776,Saint-Paul,1217,601,0.494,17.8,U,False,False,False
97415000CR1184,Saint-Paul,2277,1529,0.671,49.5,U,True,False,False
97415000CR0553,Saint-Paul,2056,1609,0.782,22.1,A,True,True,False
97415000CR0895,Saint-Paul,4892,2153,0.440,98.6,U,False,False,False
97415000CR0351,Saint-Paul,1012,573,0.567,26.7,U,True,False,False
97415000CR0033,Saint-Paul,1731,837,0.483,70.1,U,False,False,False
97415000CR0034,Saint-Paul,2217,739,0.333,39.6,U,False,False,False
97415000CR0541,Saint-Paul,1949,1318,0.676,82.1,U,True,False,False
97415000CR0929,Saint-Paul,2192,1523,0.695,19.9,A,True,True,False
97415000CR0317,Saint-Paul,1805,1243,0.689,19.3,U,True,False,False
97415000CS0188,Saint-Paul,5048,3390,0.672,19.1,U,True,False,False
97415000CS0017,Saint-Paul,3815,2307,0.605,32.3,U,True,False,False
97415000CS0015,Saint-Paul,5588,2958,0.529,44.2,U,True,False,False
97415000CS0529,Saint-Paul,1862,1329,0.714,62.0,U,True,False,False
97415000CS1285,Saint-Paul,2211,1020,0.461,15.9,U,False,False,False
97415000CS0332,Saint-Paul,2993,1426,0.476,91.8,U,False,False,False
97415000CS0653,Saint-Paul,2027,1453,0.717,17.3,U,True,False,False
97415000CS0793,Saint-Paul,1948,1245,0.639,59.4,U,True,False,False
97415000CS0835,Saint-Paul,3146,1570,0.499,50.4,U,False,False,False
97415000CS0165,Saint-Paul,1598,926,0.579,34.4,U,True,False,False
97415000CS0592,Saint-Paul,1351,813,0.602,51.9,U,True,False,False
97415000CS0926,Saint-Paul,1433,945,0.660,48.3,U,True,False,False
97415000CS1175,Saint-Paul,2227,1226,0.551,90.6,U,True,False,False
97415000CT0137,Saint-Paul,5906,2145,0.363,52.2,U,False,False,False
97415000CT1899,Saint-Paul,5318,2654,0.499,51.2,U,False,False,False
97415000CT0164,Saint-Paul,3072,942,0.307,45.9,U,False,False,False
97415000CT0068,Saint-Paul,2217,1524,0.687,59.2,U,True,False,False
97415000CT2524,Saint-Paul,1864,1347,0.722,35.3,U,True,False,False
97415000CT1304,Saint-Paul,1596,1008,0.632,26.8,U,True,False,False
97415000CT2886,Saint-Paul,1530,1038,0.678,45.2,AUc,True,False,False
97415000CT3122,Saint-Paul,3847,1846,0.480,46.4,U,False,False,False
97415000CV0867,Saint-Paul,5947,2363,0.397,102.0,U,False,False,False
97415000CV1157,Saint-Paul,4151,1876,0.452,111.3,U,False,False,False
97415000CV0423,Saint-Paul,1726,857,0.496,31.0,U,False,False,False
97415000CV0169,Saint-Paul,3680,2723,0.740,27.6,U,True,False,False
97415000CV0189,Saint-Paul,1554,1143,0.735,39.9,U,True,False,False
97415000CW0261,Saint-Paul,1469,972,0.662,25.1,U,True,False,False
97415000CW0060,Saint-Paul,1698,1029,0.606,55.5,U,True,False,False
97415000CW0063,Saint-Paul,3809,2487,0.653,21.7,U,True,False,False
97415000CX0550,Saint-Paul,4758,3399,0.714,68.4,U,True,False,False
97415000CX0634,Saint-Paul,3763,2844,0.756,39.2,U,True,False,False
97415000CX1216,Saint-Paul,2052,1552,0.756,21.2,A,True,True,False
97415000CX1565,Saint-Paul,2217,1764,0.796,35.9,A,True,True,False
97415000CX0945,Saint-Paul,3043,2508,0.824,18.7,A,True,True,False
97415000CX0704,Saint-Paul,1578,1092,0.692,18.5,A,True,True,False
97415000CX1228,Saint-Paul,2685,1497,0.558,30.0,A,True,True,False
97415000CX0464,Saint-Paul,3384,2226,0.658,65.0,U,True,False,False
97415000CX0807,Saint-Paul,4853,2641,0.544,31.7,N,True,True,False
97415000CX0528,Saint-Paul,1908,1092,0.572,30.1,U,True,False,False
97415000CX0530,Saint-Paul,3638,2786,0.766,72.0,U,True,False,False
97415000CX0524,Saint-Paul,4786,2639,0.551,22.1,U,True,False,False
97415000CX0521,Saint-Paul,1860,1035,0.556,18.2,U,True,False,False
97415000CX0385,Saint-Paul,2213,1497,0.676,36.7,U,True,False,False
97415000CY0982,Saint-Paul,3891,2749,0.706,41.9,U,True,False,False
97415000CY0762,Saint-Paul,3407,2650,0.778,18.6,U,True,False,False
97415000CY0850,Saint-Paul,1423,817,0.574,12.7,U,True,False,False
97415000CY0180,Saint-Paul,2513,1223,0.487,31.7,U,False,False,False
97415000CY0652,Saint-Paul,3813,2709,0.711,84.1,U,True,False,False
97415000CY1198,Saint-Paul,2708,1821,0.672,66.2,U,True,False,False
97415000CY0487,Saint-Paul,2387,1877,0.786,29.2,U,True,False,False
97415000CY0480,Saint-Paul,1535,1125,0.733,38.2,U,True,False,False
97415000CY0477,Saint-Paul,1619,1156,0.714,23.1,U,True,False,False
97415000CY0848,Saint-Paul,2553,1933,0.757,36.9,U,True,False,False
97415000CY0846,Saint-Paul,2810,2154,0.766,35.5,U,True,False,False
97415000CZ1007,Saint-Paul,5967,3316,0.556,30.4,U,True,False,False
97415000CZ0061,Saint-Paul,2174,1725,0.794,12.8,U,True,False,False
97415000CZ0752,Saint-Paul,2725,1053,0.387,60.7,U,False,False,False
97415000CZ0120,Saint-Paul,1264,594,0.470,37.9,U,False,False,False
97415000CZ1301,Saint-Paul,3211,801,0.250,31.7,U,False,False,False
97415000CZ0446,Saint-Paul,1638,873,0.533,21.9,U,True,False,False
97415000CZ1468,Saint-Paul,1815,1268,0.698,94.5,U,True,False,False
97415000CZ0085,Saint-Paul,2245,1006,0.448,35.2,U,False,False,False
97415000CZ0077,Saint-Paul,3025,1668,0.551,54.8,U,True,False,False
97415000DE0102,Saint-Paul,5478,3517,0.642,49.3,U,True,False,False
97415000DE0021,Saint-Paul,3200,2027,0.634,31.0,N,True,True,False
97415000DE1207,Saint-Paul,5613,2886,0.514,52.3,U,True,False,False
97415000DE0521,Saint-Paul,3923,3187,0.813,29.2,U,True,False,False
97415000DH0258,Saint-Paul,5888,2760,0.469,17.4,U,False,False,False
97415000DH0313,Saint-Paul,4362,2403,0.551,20.1,U,True,False,False
97415000DH0142,Saint-Paul,3000,1410,0.470,56.6,U,False,False,False
97415000DH0188,Saint-Paul,3675,1447,0.394,128.5,U,False,False,False
97415000DI0657,Saint-Paul,5327,3187,0.598,55.6,U,True,False,False
97415000DI0311,Saint-Paul,5040,3886,0.771,40.0,U,True,False,False
97415000DI0412,Saint-Paul,1206,626,0.519,45.5,U,True,False,False
97415000DI0113,Saint-Paul,1210,725,0.599,55.0,U,True,False,False
97415000DI0045,Saint-Paul,1134,710,0.626,18.3,U,True,False,False
97415000DK0916,Saint-Paul,2840,1824,0.642,38.8,U,True,False,False
97415000DK0881,Saint-Paul,1058,628,0.593,14.8,U,True,False,False
97415000DL0076,Saint-Paul,1951,1277,0.655,36.4,N,True,True,False
97415000DM1573,Saint-Paul,2811,982,0.349,47.2,U,False,False,False
97415000DM0684,Saint-Paul,2886,2215,0.768,29.1,U,True,False,False
97415000DM0689,Saint-Paul,2039,1373,0.673,38.6,U,True,False,False
97415000DM0681,Saint-Paul,2094,1537,0.734,57.4,U,True,False,False
97415000DM0395,Saint-Paul,2180,1578,0.724,13.6,U,True,False,False
97415000DM0347,Saint-Paul,3100,1717,0.554,22.1,U,True,False,False
97415000DM0027,Saint-Paul,1416,893,0.631,49.2,U,True,False,False
97415000DM0528,Saint-Paul,1967,1025,0.521,19.5,U,True,False,False
97415000DN0191,Saint-Paul,2246,1623,0.723,77.2,U,True,False,False
97415000DN0527,Saint-Paul,1392,857,0.615,13.1,U,True,False,False
97415000DO0032,Saint-Paul,3685,2829,0.768,123.0,A,True,True,False
97415000DO0174,Saint-Paul,1144,742,0.649,16.4,U,True,False,False
97415000DP0186,Saint-Paul,4482,3397,0.758,39.5,U,True,False,False
97415000DP0185,Saint-Paul,1729,939,0.543,31.1,U,True,False,False
97415000DP0101,Saint-Paul,1225,726,0.593,40.9,U,True,False,False
97415000DP0069,Saint-Paul,2484,1785,0.719,33.7,U,True,False,False
97415000DP0405,Saint-Paul,1943,1358,0.699,72.2,U,True,False,False
97415000DP0054,Saint-Paul,3620,2011,0.555,25.9,U,True,False,False
97415000DP0459,Saint-Paul,1526,871,0.571,12.4,U,True,False,False
97415000DP0226,Saint-Paul,5178,3737,0.722,30.6,U,True,False,False
97415000DP0450,Saint-Paul,1683,1194,0.709,26.2,U,True,False,False
97415000DP0571,Saint-Paul,1127,679,0.602,37.5,U,True,False,False
97415000DP0139,Saint-Paul,3078,2073,0.674,55.4,U,True,False,False
97415000DP0134,Saint-Paul,2132,1396,0.655,36.5,U,True,False,False
97415000DP0220,Saint-Paul,2032,1570,0.773,33.6,N,True,True,False
97415000DR0500,Saint-Paul,2085,1441,0.691,15.3,U,True,False,False
97415000DR0703,Saint-Paul,1580,804,0.509,40.2,U,True,False,False
97415000DR1082,Saint-Paul,3754,2882,0.768,41.1,U,True,False,False
97415000DR0442,Saint-Paul,2789,2277,0.817,16.3,N,True,True,False
97415000DR0835,Saint-Paul,1901,1400,0.736,18.6,A,True,True,False
97415000DR1087,Saint-Paul,2439,1936,0.794,82.5,A,True,True,False
97415000DS0280,Saint-Paul,2263,1391,0.614,17.0,U,True,False,False
97415000DS0617,Saint-Paul,2282,1850,0.811,52.0,U,True,False,False
97415000DS0541,Saint-Paul,1571,964,0.614,19.6,U,True,False,False
97415000DS0371,Saint-Paul,2706,2177,0.804,43.3,A,True,True,False
97415000DS0230,Saint-Paul,2043,1444,0.707,28.6,A,True,True,False
97415000DT0624,Saint-Paul,4642,2873,0.619,18.7,A,True,True,False
97415000DT0210,Saint-Paul,4010,1941,0.484,60.7,A,False,True,False
97415000DT0014,Saint-Paul,2390,1833,0.767,28.6,U,True,False,False
97415000DT0622,Saint-Paul,2730,1593,0.583,21.5,A,True,True,False
97415000DT0250,Saint-Paul,4515,2288,0.507,69.2,U,True,False,False
97415000DT0233,Saint-Paul,1966,1384,0.704,21.5,U,True,False,False
97415000DT0242,Saint-Paul,1785,1356,0.759,31.0,U,True,False,False
97415000DT0229,Saint-Paul,3449,2257,0.654,22.5,U,True,False,False
97415000DT0740,Saint-Paul,1521,682,0.448,16.7,U,False,False,False
97415000DT0304,Saint-Paul,2039,1609,0.789,49.2,U,True,False,False
97415000DT0307,Saint-Paul,5694,3482,0.612,97.1,U,True,False,False
97415000DT0730,Saint-Paul,5143,4096,0.796,25.5,U,True,False,False
97415000DT1151,Saint-Paul,2895,2095,0.723,31.0,U,True,False,False
97415000DT0033,Saint-Paul,1456,1051,0.722,27.5,U,True,False,False
97415000DV0139,Saint-Paul,4436,3344,0.754,60.9,N,True,True,False
97415000DV0118,Saint-Paul,2854,2069,0.725,29.0,U,True,False,False
97415000DV0504,Saint-Paul,2301,1668,0.725,26.6,N,True,True,False
97415000DV0112,Saint-Paul,4767,3087,0.648,16.5,U,True,False,False
97415000DV0290,Saint-Paul,2949,2266,0.768,41.5,A,True,True,False
97415000DV0389,Saint-Paul,2084,1496,0.718,20.7,U,True,False,False
97415000DV0015,Saint-Paul,1346,676,0.502,20.9,U,True,False,False
97415000DW0023,Saint-Paul,5950,4299,0.723,68.0,U,True,False,False
97415000DW0015,Saint-Paul,5273,1790,0.339,33.8,A,False,True,False
97415000DW0154,Saint-Paul,2448,1532,0.626,68.5,A,True,True,False
97415000DW0142,Saint-Paul,1330,867,0.651,31.7,A,True,True,False
97415000DW0156,Saint-Paul,1279,787,0.616,14.3,A,True,True,False
97415000DY0096,Saint-Paul,2816,2176,0.773,53.4,A,True,True,False
97415000EH0042,Saint-Paul,5058,805,0.159,25.4,U,False,False,False
97415000EH0016,Saint-Paul,5104,4251,0.833,123.6,A,True,True,False
97415000EI0031,Saint-Paul,5443,3147,0.578,12.6,A,True,True,False
97415000EI0103,Saint-Paul,1448,762,0.526,27.1,U,True,False,False
97415000EI0109,Saint-Paul,2336,1611,0.690,21.3,U,True,False,False
97415000EI0156,Saint-Paul,1524,1112,0.730,67.2,A,True,True,False
97415000EI0158,Saint-Paul,3528,3005,0.852,37.0,A,True,True,False
97415000EK0095,Saint-Paul,3405,2256,0.663,44.4,U,True,False,False
97415000EK0090,Saint-Paul,4418,1723,0.390,35.5,U,False,False,False
97415000EK0524,Saint-Paul,5264,4577,0.870,88.2,A,True,True,False
97415000EK0196,Saint-Paul,2612,1472,0.563,58.6,U,True,False,False
97415000EK0106,Saint-Paul,1935,1149,0.594,69.4,N,True,True,False
97415000EK0104,Saint-Paul,2248,1598,0.711,55.7,U,True,False,False
97415000EK0103,Saint-Paul,1445,874,0.604,27.5,U,True,False,False
97415000EK0153,Saint-Paul,3249,2837,0.873,36.6,N,True,True,False
97415000EK0530,Saint-Paul,2568,1812,0.706,76.3,A,True,True,False
97415000EK0224,Saint-Paul,2722,1608,0.591,15.1,U,True,False,False
97415000EK0570,Saint-Paul,3500,2881,0.823,47.7,N,True,True,False
97415000EK0009,Saint-Paul,3396,1781,0.524,44.2,U,True,False,False
97415000EL0393,Saint-Paul,1814,1369,0.755,78.1,A,True,True,False
97415000EL0099,Saint-Paul,2359,1943,0.824,43.2,U,True,False,False
97415000EL0095,Saint-Paul,2262,1048,0.463,113.7,A,False,True,False
97415000EL0287,Saint-Paul,1453,995,0.685,103.0,A,True,True,False
97415000EM0019,Saint-Paul,3378,1279,0.379,25.7,U,False,False,False
97415000EM0334,Saint-Paul,2796,2196,0.785,44.0,A,True,True,False
97415000EM0087,Saint-Paul,2877,2163,0.752,21.6,A,True,True,False
97415000EM0008,Saint-Paul,1653,1227,0.742,38.8,U,True,False,False
97415000EM0010,Saint-Paul,1293,863,0.667,25.5,U,True,False,False
97415000EM0015,Saint-Paul,3378,1852,0.548,52.0,U,True,False,False
97415000EM0231,Saint-Paul,1545,1124,0.727,19.8,U,True,False,False
97415000EM0017,Saint-Paul,5800,3814,0.658,63.0,U,True,False,False
97415000EN0159,Saint-Paul,5239,3710,0.708,35.5,A,True,True,False
97415000EN0263,Saint-Paul,2365,1850,0.782,34.2,A,True,True,False
97415000EO1106,Saint-Paul,5300,4416,0.833,74.5,A,True,True,False
97415000EO1107,Saint-Paul,3102,2284,0.736,93.8,U,True,False,False
97415000EO0981,Saint-Paul,1689,1174,0.695,16.7,U,True,False,False
97415000EO0738,Saint-Paul,1905,1292,0.678,59.7,U,True,False,False
97415000EO1082,Saint-Paul,1433,903,0.630,43.6,U,True,False,False
97415000EO0261,Saint-Paul,1787,1199,0.671,44.4,U,True,False,False
97415000EO0004,Saint-Paul,1199,603,0.503,18.0,U,True,False,False
97415000EP0267,Saint-Paul,5046,2219,0.440,19.0,N,False,True,False
97415000EP0951,Saint-Paul,5931,3750,0.632,31.0,U,True,False,False
97415000EP0504,Saint-Paul,1545,842,0.545,12.6,U,True,False,False
97415000EP0251,Saint-Paul,1577,1079,0.684,19.3,U,True,False,False
97415000ER1637,Saint-Paul,5053,4465,0.884,124.0,A,True,True,False
97415000ER0267,Saint-Paul,2435,1880,0.772,37.5,A,True,True,False
97415000ER1638,Saint-Paul,1680,969,0.577,64.9,A,True,True,False
97415000ER0179,Saint-Paul,2309,1463,0.634,55.8,U,True,False,False
97415000ER0887,Saint-Paul,1450,881,0.608,14.3,U,True,False,False
97415000ER1243,Saint-Paul,1365,701,0.514,54.3,A,True,True,False
97415000ER0792,Saint-Paul,1644,1221,0.743,31.3,A,True,True,False
97415000ER0278,Saint-Paul,1166,750,0.643,14.5,U,True,False,False
97415000ER0455,Saint-Paul,2028,1571,0.775,34.4,U,True,False,False
97415000ER1206,Saint-Paul,1878,1325,0.706,31.2,A,True,True,False
97415000ER0816,Saint-Paul,2922,1197,0.410,30.6,U,False,False,False
97415000ER1238,Saint-Paul,2360,1924,0.815,12.9,U,True,False,False
97415000ES0068,Saint-Paul,5912,5210,0.881,15.4,A,True,True,False
97415000ES0233,Saint-Paul,1248,595,0.477,50.8,U,False,False,False
97415000ES0220,Saint-Paul,1651,1142,0.692,84.3,U,True,False,False
97415000ES0180,Saint-Paul,3003,1957,0.652,19.2,U,True,False,False
97415000ES0274,Saint-Paul,4363,2710,0.621,117.9,U,True,False,False
97415000ES0255,Saint-Paul,1412,600,0.425,71.1,U,False,False,False
97415000ES0134,Saint-Paul,2283,1421,0.623,104.2,U,True,False,False
97415000ES0453,Saint-Paul,1676,1146,0.684,55.8,U,True,False,False
97415000ET1300,Saint-Paul,5199,4075,0.784,50.4,A,True,True,False
97415000ET0978,Saint-Paul,2664,2032,0.763,49.8,AUc,True,False,False
97415000ET1265,Saint-Paul,2935,1732,0.590,23.9,AUc,True,False,False
97415000ET1267,Saint-Paul,2320,1202,0.518,129.9,AUc,True,False,False
97415000ET0363,Saint-Paul,3342,2493,0.746,22.3,U,True,False,False
97415000ET0364,Saint-Paul,3046,2220,0.729,34.0,U,True,False,False
97415000ET0368,Saint-Paul,2965,2562,0.864,48.8,A,True,True,False
97415000ET0830,Saint-Paul,2897,1348,0.465,93.7,U,False,False,False
97415000ET1284,Saint-Paul,2868,1845,0.643,129.3,U,True,False,False
