idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97405000AK0652,Petite-Île,1466,966,0.659,33.2,U,True,False,False
97405000AK0476,Petite-Île,1846,1438,0.779,13.1,U,True,False,False
97405000AK0770,Petite-Île,1530,925,0.605,48.4,U,True,False,False
97405000AK0725,Petite-Île,1177,739,0.627,78.1,U,True,False,False
97405000AK0817,Petite-Île,2431,1494,0.615,37.0,A,True,True,False
97405000AK0084,Petite-Île,3031,2470,0.815,89.9,U,True,False,False
97405000AK0485,Petite-Île,1849,1204,0.651,84.1,A,True,True,False
97405000AK0577,Petite-Île,2975,1989,0.669,93.5,A,True,True,False
97405000AK0575,Petite-Île,2164,1513,0.699,69.3,A,True,True,False
97405000AL0178,Petite-Île,3352,2145,0.640,128.1,U,True,False,False
97405000AL1215,Petite-Île,1445,987,0.683,44.2,A,True,True,False
97405000AL0384,Petite-Île,1468,979,0.667,37.2,U,True,False,False
97405000AL1142,Petite-Île,2054,1241,0.604,121.2,U,True,False,False
97405000AL1575,Petite-Île,1159,668,0.576,36.6,U,True,False,False
97405000AL0599,Petite-Île,2377,1850,0.779,51.5,U,True,False,False
97405000AL0161,Petite-Île,3407,2559,0.751,61.0,A,True,True,False
97405000AM0226,Petite-Île,4315,3792,0.879,86.2,A,True,True,False
97405000AM0198,Petite-Île,1766,1362,0.771,23.7,U,True,False,False
97405000AM0381,Petite-Île,1463,690,0.471,62.3,U,False,False,False
97405000AM0425,Petite-Île,4561,3806,0.834,14.3,A,True,True,False
97405000AM0235,Petite-Île,1916,1505,0.785,21.1,A,True,True,False
97405000AM0234,Petite-Île,2685,2170,0.808,56.6,A,True,True,False
97405000AM0155,Petite-Île,2738,2231,0.815,34.5,N,True,True,False
97405000AM0414,Petite-Île,1620,1047,0.646,37.7,A,True,True,False
97405000AM0644,Petite-Île,2367,1889,0.798,27.3,U,True,False,False
97405000AM0626,Petite-Île,1157,688,0.595,98.8,A,True,True,False
97405000AM0633,Petite-Île,1452,883,0.608,16.8,A,True,True,False
97405000AM0071,Petite-Île,1668,1085,0.650,79.3,U,True,False,False
97405000AI0226,Petite-Île,4052,3558,0.878,178.5,A,True,True,False
97405000AI0280,Petite-Île,2559,2113,0.826,12.8,U,True,False,False
97405000AI0808,Petite-Île,3472,2381,0.686,84.8,A,True,True,False
97405000AI0492,Petite-Île,4618,3920,0.849,103.5,A,True,True,False
97405000AI0689,Petite-Île,1761,1313,0.746,94.9,A,True,True,False
97405000AI0138,Petite-Île,2247,1835,0.817,122.9,U,True,False,False
97405000AI0192,Petite-Île,1303,752,0.577,160.8,U,True,False,False
97405000AI0714,Petite-Île,1141,722,0.632,71.1,A,True,True,False
97405000AI0125,Petite-Île,3139,2630,0.838,49.5,A,True,True,False
97405000AI0648,Petite-Île,2882,2436,0.845,21.0,N,True,True,False
97405000AI0255,Petite-Île,1841,1246,0.677,68.4,U,True,False,False
97405000AI0524,Petite-Île,2277,1422,0.624,14.0,A,True,True,False
97405000AI0059,Petite-Île,4482,3730,0.832,45.9,A,True,True,False
97405000AI0684,Petite-Île,1736,1215,0.700,14.6,A,True,True,False
97405000AI0813,Petite-Île,3317,2851,0.860,12.9,A,True,True,False
97405000AI0685,Petite-Île,2051,1170,0.571,18.8,N,True,True,False
97405000AI0070,Petite-Île,3799,3237,0.852,81.4,U,True,False,False
97405000AI1084,Petite-Île,2070,1565,0.756,25.0,U,True,False,False
97405000AI1041,Petite-Île,1790,1384,0.773,104.7,A,True,True,False
97405000AK1530,Petite-Île,2117,1366,0.645,30.8,U,True,False,False
97405000AK0144,Petite-Île,4304,3811,0.885,97.3,A,True,True,False
97405000AL1265,Petite-Île,1974,1387,0.703,76.8,U,True,False,False
97405000AL0785,Petite-Île,1893,1458,0.770,80.8,U,True,False,False
97405000AL0222,Petite-Île,1159,696,0.600,15.7,U,True,False,False
97405000AL1336,Petite-Île,1260,754,0.598,61.4,U,True,False,False
97405000AL0910,Petite-Île,4488,3936,0.877,117.8,U,True,False,False
97405000AN0160,Petite-Île,5691,4100,0.721,45.6,A,True,True,False
97405000AN0027,Petite-Île,4551,3858,0.848,27.6,A,True,True,False
97405000AN0029,Petite-Île,4408,3786,0.859,190.4,A,True,True,False
97405000AN0545,Petite-Île,2352,1906,0.810,14.3,A,True,True,False
97405000AN0546,Petite-Île,2908,2375,0.817,16.1,A,True,True,False
97405000AN0471,Petite-Île,4000,3242,0.810,325.6,N,True,True,False
97405000AN0178,Petite-Île,4324,3665,0.847,15.3,N,True,True,False
97405000AO0315,Petite-Île,4101,3134,0.764,55.5,A,True,True,False
97405000AO0554,Petite-Île,2404,1941,0.807,131.8,A,True,True,False
97405000AO0087,Petite-Île,2442,1798,0.736,160.1,A,True,True,False
97405000AO0083,Petite-Île,2598,2073,0.798,37.6,A,True,True,False
97405000AO0684,Petite-Île,1710,1307,0.765,18.4,N,True,True,False
97405000AO0491,Petite-Île,1243,836,0.673,19.1,U,True,False,False
97405000AP0114,Petite-Île,3872,3240,0.837,101.4,A,True,True,False
97405000AP0160,Petite-Île,3379,2396,0.709,30.3,A,True,True,False
97405000AP0313,Petite-Île,1762,1316,0.747,91.4,A,True,True,False
97405000AR0254,Petite-Île,3741,3207,0.857,40.3,A,True,True,False
97405000AR0474,Petite-Île,2789,1461,0.524,32.3,A,True,True,False
97405000AR1212,Petite-Île,5466,4869,0.891,184.0,A,True,True,False
97405000AR1121,Petite-Île,2887,2036,0.705,202.7,A,True,True,False
97405000AR1554,Petite-Île,2864,2450,0.855,40.7,U,True,False,False
97405000AR0938,Petite-Île,3044,2537,0.833,149.5,U,True,False,False
97405000AR0939,Petite-Île,2055,1613,0.785,23.8,U,True,False,False
97405000AR1299,Petite-Île,1341,590,0.440,75.7,U,False,False,False
97405000AR1297,Petite-Île,1463,1029,0.704,63.8,U,True,False,False
97405000AR1828,Petite-Île,1288,678,0.526,100.5,U,True,False,False
97405000AR0256,Petite-Île,2310,1883,0.815,29.1,A,True,True,False
97405000AR0211,Petite-Île,1517,1008,0.665,73.4,A,True,True,False
97405000AR1834,Petite-Île,2096,1540,0.735,37.6,A,True,True,False
97405000AR1290,Petite-Île,2842,1826,0.643,24.0,U,True,False,False
97405000AR0018,Petite-Île,1563,1081,0.691,89.4,U,True,False,False
97405000AR1024,Petite-Île,1434,885,0.617,50.6,U,True,False,False
97405000AR1524,Petite-Île,1119,577,0.516,57.3,U,True,False,False
97405000AR0653,Petite-Île,3349,2948,0.880,35.1,A,True,True,False
97405000AS0068,Petite-Île,1769,1003,0.567,20.8,A,True,True,False
97405000AS0468,Petite-Île,2092,1601,0.765,47.2,A,True,True,False
97405000AS0434,Petite-Île,5590,2383,0.426,19.9,N,False,True,False
97405000AN0159,Petite-Île,3751,3086,0.823,62.8,A,True,True,False
97405000AN0391,Petite-Île,2976,2503,0.841,77.4,A,True,True,False
97405000AN0026,Petite-Île,3271,2759,0.843,16.1,A,True,True,False
97405000AO0069,Petite-Île,4560,2988,0.655,115.0,A,True,True,False
97405000AO0205,Petite-Île,3456,2937,0.850,20.6,A,True,True,False
97405000AP0166,Petite-Île,3333,2865,0.860,148.5,A,True,True,False
97405000AR0457,Petite-Île,2955,2531,0.857,73.5,A,True,True,False
97405000AR0009,Petite-Île,2524,2068,0.819,17.3,A,True,True,False
97405000AS0296,Petite-Île,2862,1811,0.633,49.0,A,True,True,False
97405000AS0013,Petite-Île,1286,844,0.656,94.1,A,True,True,False
97405000AV0451,Petite-Île,3850,2495,0.648,18.8,U,True,False,False
97405000AW0821,Petite-Île,2009,1395,0.694,106.9,U,True,False,False
97405000AW0382,Petite-Île,1726,1293,0.749,50.2,U,True,False,False
97405000AW0246,Petite-Île,1586,1062,0.669,22.5,A,True,True,False
97405000AW1475,Petite-Île,3632,2659,0.732,58.4,U,True,False,False
97405000AW0467,Petite-Île,3265,2182,0.668,16.9,A,True,True,False
97405000AW1146,Petite-Île,2498,1555,0.622,40.5,U,True,False,False
97405000AW0266,Petite-Île,2410,1989,0.825,13.9,A,True,True,False
97405000AW1215,Petite-Île,2160,1379,0.639,23.0,U,True,False,False
97405000AW1527,Petite-Île,4062,1961,0.483,82.1,AUc,False,False,False
97405000AX0246,Petite-Île,2449,1625,0.664,12.2,U,True,False,False
97405000AY0568,Petite-Île,1305,769,0.589,12.0,A,True,True,False
97405000AY0630,Petite-Île,4545,3590,0.790,41.1,A,True,True,False
97405000AY0533,Petite-Île,4026,3153,0.783,82.4,A,True,True,False
97405000AT0236,Petite-Île,3595,3084,0.858,26.6,A,True,True,False
97405000AT0340,Petite-Île,2321,1715,0.739,58.3,A,True,True,False
97405000AW0576,Petite-Île,3931,3203,0.815,72.8,A,True,True,False
97405000AW1141,Petite-Île,1218,817,0.671,36.6,U,True,False,False
97405000AW1275,Petite-Île,1801,1123,0.624,33.5,U,True,False,False
97405000AW1279,Petite-Île,1908,1231,0.645,23.9,U,True,False,False
97405000AW0608,Petite-Île,1845,1364,0.739,27.9,A,True,True,False
97405000AW1421,Petite-Île,2412,1496,0.620,55.0,A,True,True,False
97405000AY0079,Petite-Île,2219,1187,0.535,18.5,U,True,False,False
97405000AY0474,Petite-Île,1597,1061,0.665,42.4,U,True,False,False
97405000AY0785,Petite-Île,2473,1850,0.748,51.8,A,True,True,False
97405000AY0786,Petite-Île,1752,1196,0.683,103.0,A,True,True,False
97405000AZ0480,Petite-Île,1817,1323,0.728,22.3,U,True,False,False
97405000AY0367,Petite-Île,1177,742,0.630,57.5,A,True,True,False
97405000AZ0479,Petite-Île,2621,2080,0.793,71.8,U,True,False,False
97405000AZ0838,Petite-Île,1795,1319,0.735,32.8,A,True,True,False
97405000AZ0979,Petite-Île,2010,1295,0.644,12.0,U,True,False,False
97405000AZ0702,Petite-Île,1403,996,0.709,12.0,U,True,False,False
97405000AZ0262,Petite-Île,3700,2921,0.789,48.0,A,True,True,False
97405000AZ0581,Petite-Île,1815,1232,0.679,14.8,U,True,False,False
97405000AZ0584,Petite-Île,1271,810,0.637,50.4,U,True,False,False
97405000AZ0034,Petite-Île,5086,3546,0.697,155.0,N,True,True,False
97405000AZ0718,Petite-Île,3717,3145,0.846,63.0,N,True,True,False
97405000BC0399,Petite-Île,4450,3848,0.865,58.7,A,True,True,False
97405000BE1349,Petite-Île,1357,896,0.660,68.9,U,True,False,False
97405000BE0997,Petite-Île,3083,2319,0.752,155.8,U,True,False,False
97405000BE0641,Petite-Île,2191,1774,0.810,39.7,U,True,False,False
97405000BE0642,Petite-Île,2247,1514,0.674,38.8,U,True,False,False
97405000BE1143,Petite-Île,1780,1292,0.726,106.2,U,True,False,False
97405000BE1558,Petite-Île,1098,616,0.561,66.8,U,True,False,False
97405000BE1387,Petite-Île,1510,1070,0.708,14.0,U,True,False,False
97405000BE1388,Petite-Île,1570,1031,0.657,66.7,U,True,False,False
97405000BE0030,Petite-Île,1332,724,0.544,22.3,U,True,False,False
97405000BH0423,Petite-Île,3486,3027,0.868,66.7,U,True,False,False
97405000BH0476,Petite-Île,3474,2542,0.732,56.8,U,True,False,False
97405000BI0299,Petite-Île,1924,718,0.373,24.5,N,False,True,False
97405000BI0734,Petite-Île,1137,601,0.529,53.6,U,True,False,False
97405000BI0822,Petite-Île,1636,969,0.592,93.8,U,True,False,False
97405000BI0556,Petite-Île,1234,707,0.573,123.4,U,True,False,False
97405000BI0760,Petite-Île,1679,1216,0.724,148.0,U,True,False,False
97405000BI0382,Petite-Île,2409,1996,0.829,39.8,N,True,True,False
97405000BI1045,Petite-Île,1569,1106,0.705,36.9,U,True,False,False
97405000BI0490,Petite-Île,2877,2006,0.697,16.9,U,True,False,False
97405000AZ0005,Petite-Île,3868,2563,0.663,50.3,A,True,True,False
97405000AZ0003,Petite-Île,1897,1079,0.568,96.1,U,True,False,False
97405000AZ0761,Petite-Île,1524,932,0.612,142.2,U,True,False,False
97405000BC0331,Petite-Île,1517,1115,0.735,146.7,N,True,True,False
97405000BC0304,Petite-Île,1479,1066,0.721,14.2,A,True,True,False
97405000BD0258,Petite-Île,2681,1861,0.694,125.0,N,True,True,False
97405000BD0108,Petite-Île,2144,1485,0.693,79.0,A,True,True,False
97405000BD0246,Petite-Île,2892,2409,0.833,34.2,N,True,True,False
97405000BD0130,Petite-Île,2560,2117,0.827,12.3,A,True,True,False
97405000BD0266,Petite-Île,1649,1131,0.686,12.3,A,True,True,False
97405000BE0990,Petite-Île,5170,3159,0.611,122.1,U,True,False,False
97405000BE1038,Petite-Île,1174,654,0.557,30.1,U,True,False,False
97405000BE0484,Petite-Île,1936,1361,0.703,30.4,A,True,True,False
97405000BE0348,Petite-Île,3454,2585,0.748,27.1,A,True,True,False
97405000BE1067,Petite-Île,2236,1260,0.564,32.0,N,True,True,False
97405000BE1360,Petite-Île,1411,945,0.669,12.1,A,True,True,False
97405000BE1549,Petite-Île,2950,2504,0.849,17.0,A,True,True,False
97405000BI0037,Petite-Île,2352,1697,0.722,20.7,N,True,True,False
97405000AC0174,Petite-Île,1643,1125,0.684,126.1,A,True,True,False
97405000AD0132,Petite-Île,4720,3600,0.763,12.4,A,True,True,False
97405000AD0251,Petite-Île,1539,986,0.641,56.8,U,True,False,False
97405000AD0017,Petite-Île,1854,1196,0.645,117.2,A,True,True,False
97405000AD0252,Petite-Île,1453,974,0.671,44.3,U,True,False,False
97405000AD0693,Petite-Île,3533,2975,0.842,12.3,A,True,True,False
97405000AD0307,Petite-Île,1295,728,0.562,46.0,A,True,True,False
97405000AK0830,Petite-Île,1650,1003,0.608,140.3,A,True,True,False
97405000AK0632,Petite-Île,1271,845,0.664,35.2,A,True,True,False
97420000AC0560,Sainte-Suzanne,3619,1136,0.314,55.8,U,False,False,False
97420000AC1040,Sainte-Suzanne,3544,2462,0.695,50.7,U,True,False,False
97420000AC0751,Sainte-Suzanne,1665,865,0.520,34.8,U,True,False,False
97420000AC1152,Sainte-Suzanne,2174,924,0.425,28.6,U,False,False,False
97420000AC1064,Sainte-Suzanne,2174,1322,0.608,76.4,U,True,False,False
97420000AC0918,Sainte-Suzanne,2128,1176,0.552,35.7,U,True,False,False
97420000AD0160,Sainte-Suzanne,2925,1735,0.593,29.8,U,True,False,False
97420000AE0280,Sainte-Suzanne,1595,763,0.478,19.2,U,False,False,False
97420000AM0139,Sainte-Suzanne,2143,1505,0.702,57.9,N,True,True,False
97420000AM0149,Sainte-Suzanne,3019,2319,0.768,21.1,A,True,True,False
97420000AN0199,Sainte-Suzanne,1845,656,0.356,40.3,U,False,False,False
97420000AN0158,Sainte-Suzanne,1616,980,0.606,109.5,U,True,False,False
97420000AN0101,Sainte-Suzanne,3467,2401,0.692,131.4,N,True,True,False
97420000AO0520,Sainte-Suzanne,3517,2674,0.760,182.0,A,True,True,False
97420000AO0074,Sainte-Suzanne,3319,2758,0.831,22.2,A,True,True,False
97420000AP0088,Sainte-Suzanne,2765,2185,0.790,328.6,A,True,True,False
97420000AP0217,Sainte-Suzanne,5857,4663,0.796,291.3,A,True,True,False
97420000AR0728,Sainte-Suzanne,3053,2556,0.837,48.5,A,True,True,False
97420000AR1030,Sainte-Suzanne,1562,1086,0.695,103.1,U,True,False,False
97420000AR0310,Sainte-Suzanne,2633,1579,0.600,43.3,U,True,False,False
97420000AR0375,Sainte-Suzanne,5911,5369,0.908,152.1,A,True,True,False
97420000AR0166,Sainte-Suzanne,2347,1384,0.590,35.9,U,True,False,False
97420000AR0759,Sainte-Suzanne,1153,736,0.638,15.6,U,True,False,False
97420000AS0330,Sainte-Suzanne,5921,4947,0.836,250.2,A,True,True,False
97420000AT0025,Sainte-Suzanne,5007,4306,0.860,114.2,A,True,True,False
97420000AT0171,Sainte-Suzanne,1472,984,0.669,41.5,A,True,True,False
97420000AT0179,Sainte-Suzanne,2466,1966,0.797,21.6,A,True,True,False
97420000AV0252,Sainte-Suzanne,4850,4077,0.841,34.6,N,True,True,False
97420000AV0225,Sainte-Suzanne,1888,1223,0.648,12.0,U,True,False,False
97420000AV0386,Sainte-Suzanne,2281,1090,0.478,52.0,U,False,False,False
97420000AV0471,Sainte-Suzanne,3024,2337,0.773,19.4,N,True,True,False
97420000AV0463,Sainte-Suzanne,1775,1271,0.716,27.2,N,True,True,False
97420000AV0628,Sainte-Suzanne,1440,1001,0.696,61.5,U,True,False,False
97420000AV0367,Sainte-Suzanne,2143,1673,0.781,84.3,A,True,True,False
97420000AV0299,Sainte-Suzanne,1938,1426,0.736,78.2,N,True,True,False
97420000AV0201,Sainte-Suzanne,2554,1499,0.587,84.3,N,True,True,False
97420000AV0259,Sainte-Suzanne,4552,3923,0.862,116.1,N,True,True,False
97420000AV0489,Sainte-Suzanne,2605,1924,0.739,12.1,A,True,True,False
97420000AX0185,Sainte-Suzanne,5730,5005,0.874,170.1,A,True,True,False
97420000AX0278,Sainte-Suzanne,1703,1189,0.698,132.0,U,True,False,False
97420000AX0142,Sainte-Suzanne,4766,3986,0.836,30.2,A,True,True,False
97420000AX0515,Sainte-Suzanne,2957,2151,0.727,43.3,A,True,True,False
97420000AX0473,Sainte-Suzanne,3234,2235,0.691,120.7,A,True,True,False
97420000AY0234,Sainte-Suzanne,1679,1107,0.660,52.1,U,True,False,False
97420000AY0496,Sainte-Suzanne,3715,3123,0.841,24.1,A,True,True,False
97420000AY0326,Sainte-Suzanne,1410,951,0.675,49.9,A,True,True,False
97420000AY0518,Sainte-Suzanne,2549,1959,0.769,34.8,A,True,True,False
97420000AY0517,Sainte-Suzanne,5692,4615,0.811,327.0,A,True,True,False
97420000AZ0165,Sainte-Suzanne,3263,2048,0.628,121.8,U,True,False,False
97420000AZ0678,Sainte-Suzanne,1196,739,0.618,14.7,U,True,False,False
97420000AZ0347,Sainte-Suzanne,4463,3979,0.892,54.3,U,True,False,False
97420000AZ0066,Sainte-Suzanne,2086,1645,0.789,46.4,U,True,False,False
97420000AZ0266,Sainte-Suzanne,2179,1533,0.704,12.0,U,True,False,False
97420000AZ0264,Sainte-Suzanne,1738,1262,0.726,19.2,U,True,False,False
97420000AZ0470,Sainte-Suzanne,2415,1716,0.711,119.3,U,True,False,False
97420000AZ0472,Sainte-Suzanne,2505,2051,0.819,17.5,U,True,False,False
97420000AZ0471,Sainte-Suzanne,2506,2075,0.828,99.4,U,True,False,False
97420000AZ0432,Sainte-Suzanne,2079,1389,0.668,16.4,N,True,True,False
97420000BC1184,Sainte-Suzanne,2226,1674,0.752,147.6,U,True,False,False
97420000BC1563,Sainte-Suzanne,1514,856,0.566,27.5,U,True,False,False
97420000BC1750,Sainte-Suzanne,3512,2375,0.676,140.9,U,True,False,False
97420000BC0949,Sainte-Suzanne,5001,4240,0.848,196.4,A,True,True,False
97420000BC1578,Sainte-Suzanne,4748,4147,0.873,137.8,A,True,True,False
97420000BC0159,Sainte-Suzanne,2328,1637,0.703,101.1,U,True,False,False
97420000BD0609,Sainte-Suzanne,4692,3634,0.774,24.2,N,True,True,False
97420000BD0302,Sainte-Suzanne,1781,1060,0.595,145.1,U,True,False,False
97420000BD0037,Sainte-Suzanne,1605,1201,0.749,111.3,U,True,False,False
97420000BD0572,Sainte-Suzanne,1528,1095,0.717,18.6,U,True,False,False
97420000BD0534,Sainte-Suzanne,1967,1123,0.571,23.8,U,True,False,False
97420000BD0233,Sainte-Suzanne,1290,676,0.524,35.7,U,True,False,False
97420000BD1002,Sainte-Suzanne,4338,2693,0.621,179.5,A,True,True,False
97420000BD0583,Sainte-Suzanne,1470,1013,0.689,45.2,A,True,True,False
97420000BD0502,Sainte-Suzanne,3015,2554,0.847,60.0,A,True,True,False
97420000BD0300,Sainte-Suzanne,2669,1826,0.684,152.2,U,True,False,False
97420000BD0849,Sainte-Suzanne,1602,1193,0.745,85.3,U,True,False,False
97420000BE0424,Sainte-Suzanne,2644,2233,0.845,12.8,N,True,True,False
97420000BE0697,Sainte-Suzanne,3826,3378,0.883,32.9,N,True,True,False
97420000BE0307,Sainte-Suzanne,2011,1211,0.602,151.0,U,True,False,False
97420000BE0347,Sainte-Suzanne,1720,1136,0.661,38.8,U,True,False,False
97420000BE0403,Sainte-Suzanne,1430,784,0.548,34.1,U,True,False,False
97420000BE0401,Sainte-Suzanne,1848,1071,0.579,27.6,U,True,False,False
97420000BE0471,Sainte-Suzanne,1334,864,0.648,67.6,U,True,False,False
97420000BE0132,Sainte-Suzanne,1345,925,0.688,51.0,U,True,False,False
97420000BE0134,Sainte-Suzanne,1583,1130,0.714,12.0,U,True,False,False
97420000BE0020,Sainte-Suzanne,2398,1634,0.682,61.8,U,True,False,False
97420000BH1762,Sainte-Suzanne,5763,4749,0.824,169.4,A,True,True,False
97420000BH1441,Sainte-Suzanne,1970,850,0.431,30.6,A,False,True,False
97420000BH0207,Sainte-Suzanne,3783,2779,0.735,80.4,A,True,True,False
97420000BH0277,Sainte-Suzanne,4486,3381,0.754,108.6,A,True,True,False
97420000BH0315,Sainte-Suzanne,4295,3665,0.853,50.6,A,True,True,False
97420000BH1821,Sainte-Suzanne,5242,1788,0.341,97.5,U,False,False,False
97420000BH1679,Sainte-Suzanne,3591,3106,0.865,198.4,N,True,True,False
97420000BH0731,Sainte-Suzanne,2381,1930,0.810,58.5,A,True,True,False
97420000BH0610,Sainte-Suzanne,2430,1435,0.591,27.5,A,True,True,False
97420000BH0379,Sainte-Suzanne,2963,2114,0.713,27.2,A,True,True,False
97420000BH0372,Sainte-Suzanne,3247,2651,0.816,42.9,A,True,True,False
97420000BH0360,Sainte-Suzanne,3169,2312,0.729,64.0,A,True,True,False
97420000BH0782,Sainte-Suzanne,2549,1323,0.519,35.2,A,True,True,False
97420000BH0629,Sainte-Suzanne,5413,4395,0.812,45.1,A,True,True,False
97420000BH1286,Sainte-Suzanne,3901,2340,0.600,40.7,A,True,True,False
97420000BH0657,Sainte-Suzanne,1659,1104,0.665,32.3,U,True,False,False
97420000BH0517,Sainte-Suzanne,4337,3294,0.760,20.5,U,True,False,False
97420000BH1397,Sainte-Suzanne,1789,1365,0.763,12.0,A,True,True,False
97420000BH0637,Sainte-Suzanne,1783,1193,0.669,33.8,A,True,True,False
97420000BH1112,Sainte-Suzanne,2719,2260,0.831,38.9,A,True,True,False
97420000BH0618,Sainte-Suzanne,1215,614,0.505,13.4,U,True,False,False
97420000BH0244,Sainte-Suzanne,1859,1400,0.753,27.6,U,True,False,False
97420000BH0343,Sainte-Suzanne,5645,4723,0.837,82.6,A,True,True,False
97420000BH0789,Sainte-Suzanne,1718,1318,0.767,95.4,A,True,True,False
97420000BH1040,Sainte-Suzanne,2380,1591,0.668,45.4,A,True,True,False
97420000BH0860,Sainte-Suzanne,1285,703,0.547,32.2,A,True,True,False
97420000BH0084,Sainte-Suzanne,4655,3799,0.816,74.1,A,True,True,False
97420000BH0233,Sainte-Suzanne,2318,1263,0.545,100.3,U,True,False,False
97420000BH0232,Sainte-Suzanne,2249,1801,0.801,14.0,U,True,False,False
97420000BH0885,Sainte-Suzanne,1506,944,0.627,12.2,U,True,False,False
97420000BH0881,Sainte-Suzanne,1489,1083,0.728,100.2,U,True,False,False
97420000BH0957,Sainte-Suzanne,4806,3394,0.706,24.2,A,True,True,False
97420000BH1653,Sainte-Suzanne,1769,1253,0.708,17.0,A,True,True,False
97420000BH1342,Sainte-Suzanne,3395,2108,0.621,84.7,A,True,True,False
97420000BH0265,Sainte-Suzanne,1552,1027,0.662,31.2,A,True,True,False
97420000BH0504,Sainte-Suzanne,5714,5057,0.885,19.8,A,True,True,False
97420000BH1036,Sainte-Suzanne,1955,883,0.452,40.2,U,False,False,False
97420000BH1463,Sainte-Suzanne,2173,1640,0.755,98.1,A,True,True,False
97420000BH0316,Sainte-Suzanne,5878,4745,0.807,44.7,A,True,True,False
97420000BH1259,Sainte-Suzanne,1324,871,0.658,48.7,U,True,False,False
97420000BH0166,Sainte-Suzanne,5505,4547,0.826,94.7,N,True,True,False
97420000BH0572,Sainte-Suzanne,2637,2195,0.832,12.2,A,True,True,False
97420000BH0571,Sainte-Suzanne,1776,1300,0.732,40.2,A,True,True,False
97420000BI0521,Sainte-Suzanne,4706,3896,0.828,17.0,A,True,True,False
97420000BI0425,Sainte-Suzanne,3131,2562,0.818,12.3,A,True,True,False
97420000BI0439,Sainte-Suzanne,3153,2503,0.794,78.9,A,True,True,False
97420000BI0466,Sainte-Suzanne,2206,1777,0.806,62.2,A,True,True,False
97420000BI0295,Sainte-Suzanne,3641,2396,0.658,23.4,U,True,False,False
97420000BI0037,Sainte-Suzanne,5457,4822,0.884,84.7,A,True,True,False
97420000BI0379,Sainte-Suzanne,2362,1831,0.775,92.7,A,True,True,False
97420000BI0128,Sainte-Suzanne,4143,3501,0.845,244.1,A,True,True,False
97420000BI0543,Sainte-Suzanne,2267,1191,0.525,88.1,U,True,False,False
97420000BI0510,Sainte-Suzanne,4084,3308,0.810,26.0,A,True,True,False
97420000BI0461,Sainte-Suzanne,3599,3057,0.849,115.1,A,True,True,False
97420000BI0326,Sainte-Suzanne,5188,4651,0.897,107.1,A,True,True,False
97420000BI0469,Sainte-Suzanne,1609,1184,0.736,96.0,A,True,True,False
97420000AE0254,Sainte-Suzanne,2782,1736,0.624,18.9,N,True,True,False
97420000AE0257,Sainte-Suzanne,3880,3103,0.800,113.4,N,True,True,False
97420000AE0255,Sainte-Suzanne,4248,3448,0.812,33.6,N,True,True,False
97420000AH0432,Sainte-Suzanne,3618,2799,0.774,89.1,A,True,True,False
97420000AH0330,Sainte-Suzanne,2668,2172,0.814,24.9,A,True,True,False
97420000AH0125,Sainte-Suzanne,1165,717,0.615,85.9,A,True,True,False
97420000AH0277,Sainte-Suzanne,2555,749,0.293,39.0,U,False,False,False
97420000AI0300,Sainte-Suzanne,4839,2617,0.541,122.8,U,True,False,False
97420000AI0687,Sainte-Suzanne,4953,3972,0.802,119.7,U,True,False,False
97420000AI0481,Sainte-Suzanne,3918,2918,0.745,13.4,U,True,False,False
97420000AI0359,Sainte-Suzanne,2260,1471,0.651,12.0,U,True,False,False
97420000AI0355,Sainte-Suzanne,2124,1401,0.660,12.0,U,True,False,False
97420000AI0413,Sainte-Suzanne,1804,947,0.525,68.0,U,True,False,False
97420000AI0688,Sainte-Suzanne,4720,3892,0.825,328.8,U,True,False,False
97420000AI0376,Sainte-Suzanne,2837,1967,0.693,108.7,U,True,False,False
97420000AI0575,Sainte-Suzanne,1510,938,0.621,165.8,N,True,True,False
97420000AL0237,Sainte-Suzanne,2065,1414,0.685,12.1,U,True,False,False
97420000AL0039,Sainte-Suzanne,4948,3251,0.657,61.2,U,True,False,False
97420000AL0040,Sainte-Suzanne,1343,792,0.590,12.0,U,True,False,False
97420000AN0090,Sainte-Suzanne,2318,1389,0.599,62.2,U,True,False,False
97420000AN0096,Sainte-Suzanne,1972,1548,0.785,22.6,U,True,False,False
97420000AO0191,Sainte-Suzanne,2592,1851,0.714,15.2,A,True,True,False
97420000AO0525,Sainte-Suzanne,1973,1370,0.694,201.6,U,True,False,False
97420000AP0233,Sainte-Suzanne,3915,3419,0.873,207.4,A,True,True,False
97420000AP0175,Sainte-Suzanne,1607,1117,0.695,12.2,A,True,True,False
97420000AP0179,Sainte-Suzanne,2428,1940,0.799,202.3,A,True,True,False
97420000AP0254,Sainte-Suzanne,2587,2009,0.776,50.8,A,True,True,False
97420000AS1332,Sainte-Suzanne,1428,914,0.640,141.4,U,True,False,False
97420000AB0626,Sainte-Suzanne,3433,2764,0.805,483.3,U,True,False,False
97420000AB0660,Sainte-Suzanne,2735,2102,0.768,112.2,A,True,True,False
97420000AB1722,Sainte-Suzanne,3068,2610,0.851,13.1,U,True,False,False
97420000AB0211,Sainte-Suzanne,2350,1865,0.794,122.2,U,True,False,False
