idu,p,raison_1,raison_2,raison_3,contrib_1,contrib_2,contrib_3
97413000CX2249,0.0185,Parcelle de 376 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1372,0.1161,0.1036
97422000BS1245,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 454 m² (cadastre),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5621,0.1328,0.1014
97410000BM0786,0.01134,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.2221,0.1036,0.0875
97410000BE0668,0.0101,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Parcelle de 8964 m² (cadastre),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,-0.2822,0.2623
97409000BK0515,0.02316,Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),15 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Candidat photovoltaïque (ortho 2026),0.297,0.2532,0.1253
97408000AO1770,0.02494,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Détenue depuis 3 à 5 ans — dernière mutation connue (DVF arrêté au 31/12/2025),5% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.496,0.279,0.1094
97416000DN0394,0.01674,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 41 m² (cadastre),-0.2583,0.2532,0.118
97409000AY1489,0.01464,Parcelle de 338 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1328,0.1036,-0.0784
97409000BS0081,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 21338 m² (cadastre),Secteur densément bâti (BD TOPO 2026),-0.5621,-0.5387,0.2553
97408000AC2408,0.01134,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)","Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5326,0.195,0.1014
97408000AR0177,0.01592,Parcelle de 374 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1328,0.1036,-0.0955
97416000DS0655,0.01592,8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1161,0.1036,-0.0955
97404000AE0764,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 4461 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.2164,-0.1068
97418000BI0131,0.0101,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 998 m² (cadastre),Candidat photovoltaïque (ortho 2026),-0.2221,-0.1492,0.1253
97404000AD1560,0.01464,Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 500 m² (cadastre),0.1253,0.1036,0.0803
97414000EZ0041,0.01258,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 212 m² (cadastre),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0832,-0.0784
97417000AY0087,0.0101,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Zone inconnu au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 47 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),-0.2583,-0.1636,-0.1
97413000CM0206,0.01592,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 1 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.4304,0.1036,-0.0735
97418000BO0270,0.01211,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 113 m² (cadastre),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0832,-0.0784
97413000CM0570,0.01464,Parcelle de 424 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,-0.0794
97416000DY0373,0.01134,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 208 m² (cadastre),-0.2583,0.1036,0.0832
97416000HP0802,0.02316,Détenue depuis 1 à 2 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.4216,0.1036,0.0926
97403000AO0490,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),Parcelle de 231 m² (cadastre),0.1036,0.0981,0.0832
97402000AD0588,0.01674,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 46 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),0.2864,0.1036,-0.1
97411000HY0087,0.01674,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.298,0.1036,-0.0578
97415000ER0904,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone non outillée au règlement (résiduel m135, PLU 2026)","Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.5621,0.1308,0.1121
97411000AD0347,0.02316,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 339 m² (cadastre),Candidat photovoltaïque (ortho 2026),0.2532,0.1328,0.1253
97415000CW0995,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 17513 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5326,-0.5284,-0.1569
97420000AB0707,0.01674,Parcelle de 462 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1328,-0.1238,0.1161
97411000KA0241,0.01754,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,0.496,0.195
97410000BX1761,0.01134,Frein — Parcelle de 1219 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.1492,0.1036,-0.097
97418000AY0085,0.01592,Parcelle de 328 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1328,0.1036,0.0926
97422000BN0476,0.01134,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.1036,-0.0784,-0.0738
97409000BM0193,0.0185,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — 525 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.485,0.1036,-0.0619
97414000HH0016,0.02316,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"38 m² de SDP résiduelle (résiduel m135, PLU 2026)","Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,0.1134,0.1121
97422000CH0142,0.01674,Parcelle de 276 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1161,0.1036
97413000DE1474,0.02316,Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),6 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.299,0.1036,0.0781
97420000AZ0690,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 1196 m² (cadastre),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5326,-0.1492,0.1014
97415000DR1337,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone non outillée au règlement (résiduel m135, PLU 2026)",Secteur densément bâti (BD TOPO 2026),-0.5621,0.1308,0.0981
97414000CE0217,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,0.2553,-0.2221
97418000AO1904,0.01134,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,0.2623,-0.1102
97416000IB0643,0.01211,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,-0.0955,-0.0784
97415000BZ0662,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Parcelle de 3804 m² (cadastre),-0.5621,0.2864,-0.2164
97409000AR2166,0.01134,Frein — Parcelle de 2957 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.2206,0.1036,-0.1029
97415000AW1428,0.01592,Parcelle de 436 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1328,0.1036,-0.0955
97409000AV0205,0.01464,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0875,-0.0784
97415000CZ1243,0.01134,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),"Zone non outillée au règlement (résiduel m135, PLU 2026)",-0.5326,0.273,0.1308
97412000BX1347,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone sans droits à bâtir (résiduel m135, PLU 2026)","Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5326,0.1014,-0.0913
97406000AX0056,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 81482 m² (cadastre),-0.6133,-0.5326,-0.5284
97422000BP1060,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 498 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1036,0.0803,-0.0794
97413000BH0990,0.01674,Parcelle de 458 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.1328,0.1036,0.0981
97413000CX0792,0.01592,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2577,0.1036,-0.0784
97414000DL0093,0.01592,Parcelle de 447 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,-0.0794
97416000ET2076,0.01674,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 67 m² (cadastre),0.195,0.1036,0.0832
97415000DM0234,0.01258,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 576 m² (cadastre),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0803,-0.0784
97411000EZ0201,0.0101,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 341 m² (cadastre),-0.6133,-0.2583,0.1328
97413000DC1408,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 47714 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.5284,-0.1603
97416000IB0211,0.01592,Parcelle de 269 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),0.1328,0.1036,-0.0955
97419000AY0099,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5326,0.2553,-0.2221
97415000EM0093,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 4860 m² (cadastre),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,-0.2822,-0.2221
97410000AL0460,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Parcelle de 1280 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,-0.2164,-0.1238
97409000AW1075,0.01134,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.2268,0.1036,-0.0784
97416000ET1583,0.0185,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3755,0.1036,0.1026
97416000DT0467,0.01464,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),"Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",0.1036,-0.0955,0.0808
97409000BO0510,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 4450 m² (cadastre),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",-0.5621,-0.2164,-0.1576
97422000DE0553,0.01592,Parcelle de 268 m² (cadastre),"67 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1134,0.1036
97424000AL0765,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 4133 m² (cadastre),-0.5621,-0.2221,-0.2164
97421000BN0188,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.6133,-0.5621,-0.2221
97415000CH0557,0.0101,Frein — Parcelle de 1324 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2164,-0.1117,0.1036
97415000CY0967,0.02494,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3639,0.1094,0.1036
97406000AV1108,0.01258,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2221,0.1121,0.1036
97411000HE0273,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),Parcelle de 569 m² (cadastre),0.1036,-0.0955,0.0803
97422000BV1488,0.02316,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),5 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.3647,0.1036,0.068
97410000AB1222,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 1744 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5326,-0.2164,-0.1045
97409000BE0752,0.01464,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 100 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1036,0.0832,-0.0794
97401000AC0358,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Secteur densément bâti (BD TOPO 2026),-0.5326,-0.2583,0.2553
97411000BZ0530,0.01211,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),6% de ménages pauvres dans le carreau (Filosofi INSEE 2019),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2221,0.1094,0.1036
97419000AP0021,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 9778 m² (cadastre),Secteur densément bâti (BD TOPO 2026),-0.5621,-0.2859,0.2553
97415000EI0297,0.01211,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 426 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2221,0.1328,0.1036
97415000AY1604,0.01674,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 515 m² (cadastre),0.2864,0.1036,0.0803
97414000CO1067,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 273 m² (cadastre),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5621,0.1328,0.1014
97420000AP0044,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 2697 m² (cadastre),-0.5326,-0.2221,-0.2164
97420000AH0342,0.0092,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Parcelle de 2079 m² (cadastre),-0.6133,-0.2583,-0.2164
97401000AT0344,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 95483 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.5284,-0.1569
97412000BW2110,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 109 m² (cadastre),0.1036,0.0875,0.0832
97415000CP1387,0.01464,Parcelle de 446 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,-0.0794
97405000AD0181,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,0.2864,-0.2221
97409000AS0111,0.01258,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)","Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1036,-0.0811,-0.0794
97414000ET1257,0.03466,Piscine détectée sur la parcelle (ortho 2026),Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.3786,0.3703,0.1161
97422000AY0723,0.01674,Détenue depuis 3 à 5 ans — dernière mutation connue (DVF arrêté au 31/12/2025),"34 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.281,0.1134,0.1036
97415000CH1269,0.0101,Frein — Parcelle de 1044 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.1492,0.1036,-0.102
97416000IL0686,0.0101,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 99 m² (cadastre),-0.2221,0.1036,0.0832
97409000AR0942,0.01592,7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 507 m² (cadastre),0.1161,0.1036,0.0803
97409000AS0906,0.01464,Parcelle de 433 m² (cadastre),"40 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1134,0.1036
97415000CS0914,0.01134,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)","Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1036,-0.0913,-0.0794
97406000AI0605,0.02316,Détenue depuis 1 à 2 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.7052,-0.6133,0.2532
97422000CR0517,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 2686 m² (cadastre),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,-0.2235,-0.2221
97411000ES0195,0.01592,Parcelle de 251 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,0.0875
97412000BY0374,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 1639 m² (cadastre),-0.5621,-0.2221,-0.2164
97414000HC0022,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 2679 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.2164,-0.1045
97422000CX0399,0.01464,Parcelle de 391 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1328,0.1036,-0.0784
97409000BN0226,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 1409 m² (cadastre),-0.5326,-0.2221,-0.2164
97411000AT0641,0.01464,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),-0.2268,0.1036,-0.0955
97418000AX0317,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 26668 m² (cadastre),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,-0.5284,-0.2221
97405000AO0191,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 3318 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.2164,-0.1045
97412000CE2849,0.01674,Parcelle de 249 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.1328,0.1036,0.0981
97416000HO0024,0.01244,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)","Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1036,-0.0913,-0.0794
97419000AO0343,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 5899 m² (cadastre),Secteur densément bâti (BD TOPO 2026),-0.5621,-0.2822,0.2553
97404000AC0195,0.0088,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 29486 m² (cadastre),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5326,-0.5284,-0.2221
