idu,commune,grandeur,chemins_compares,valeurs,egalite,verdict,note
97405000AE0699,Petite-Île,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97405000AE0699,Petite-Île,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 444.0, ""geom_ST_Area_2975"": 444.01, ""parcels.surface_m2"": 444.01, ""mvt"": 444.01}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97405000AE0699,Petite-Île,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97422000EL0472,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97422000EL0472,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 27.0, ""geom_ST_Area_2975"": 27.41, ""parcels.surface_m2"": 27.41, ""mvt"": 27.41}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000EL0472,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97421000AH0133,Salazie,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97421000AH0133,Salazie,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 2622.0, ""geom_ST_Area_2975"": 2621.97, ""parcels.surface_m2"": 2621.97, ""mvt"": 2621.97}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97421000AH0133,Salazie,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97424000AO0920,Cilaos,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97424000AO0920,Cilaos,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 429.0, ""geom_ST_Area_2975"": 428.53, ""parcels.surface_m2"": 428.53, ""mvt"": 428.53}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97424000AO0920,Cilaos,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97407000AY0575,Le Port,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97407000AY0575,Le Port,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 300.0, ""geom_ST_Area_2975"": 300.02, ""parcels.surface_m2"": 300.02, ""mvt"": 300.02}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97407000AY0575,Le Port,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 170, ""mvt"": 170, ""residuel(canon)"": 170}",OK,canon=parcel_residuel cause NULL,
97423000AB0084,Les Trois-Bassins,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97423000AB0084,Les Trois-Bassins,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 993.0, ""geom_ST_Area_2975"": 993.01, ""parcels.surface_m2"": 993.01, ""mvt"": 993.01}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97423000AB0084,Les Trois-Bassins,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97420000AS0327,Sainte-Suzanne,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97420000AS0327,Sainte-Suzanne,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 683.0, ""geom_ST_Area_2975"": 683.47, ""parcels.surface_m2"": 683.47, ""mvt"": 683.47}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97420000AS0327,Sainte-Suzanne,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97403000AP1819,Entre-Deux,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97403000AP1819,Entre-Deux,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 623.0, ""geom_ST_Area_2975"": 623.0, ""parcels.surface_m2"": 623.0, ""mvt"": 623.0}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97403000AP1819,Entre-Deux,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 114, ""mvt"": 114, ""residuel(canon)"": 114}",OK,canon=parcel_residuel cause NULL,
97402000AH1078,Bras-Panon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97402000AH1078,Bras-Panon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 231.0, ""geom_ST_Area_2975"": 230.96, ""parcels.surface_m2"": 230.96, ""mvt"": 230.96}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97402000AH1078,Bras-Panon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97401000AS0110,Les Avirons,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97401000AS0110,Les Avirons,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 258.0, ""geom_ST_Area_2975"": 258.11, ""parcels.surface_m2"": 258.11, ""mvt"": 258.11}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97401000AS0110,Les Avirons,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 160, ""mvt"": 160, ""residuel(canon)"": 160}",OK,canon=parcel_residuel cause NULL,
97421000AS0272,Salazie,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97421000AS0272,Salazie,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 559.0, ""geom_ST_Area_2975"": 558.93, ""parcels.surface_m2"": 558.93, ""mvt"": 558.93}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97421000AS0272,Salazie,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 69, ""mvt"": 69, ""residuel(canon)"": 69}",OK,canon=parcel_residuel cause NULL,
97416000CS0538,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97416000CS0538,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1544.0, ""geom_ST_Area_2975"": 1543.92, ""parcels.surface_m2"": 1543.92, ""mvt"": 1543.92}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000CS0538,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 692, ""mvt"": 692, ""residuel(canon)"": 692}",OK,canon=parcel_residuel cause NULL,
97422000BP1196,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97422000BP1196,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 525.0, ""geom_ST_Area_2975"": 525.18, ""parcels.surface_m2"": 525.18, ""mvt"": 525.18}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000BP1196,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97415000DS0951,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97415000DS0951,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 407.0, ""geom_ST_Area_2975"": 406.58, ""parcels.surface_m2"": 406.58, ""mvt"": 406.58}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000DS0951,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97401000AI1050,Les Avirons,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97401000AI1050,Les Avirons,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 871.0, ""geom_ST_Area_2975"": 871.04, ""parcels.surface_m2"": 871.04, ""mvt"": 871.04}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97401000AI1050,Les Avirons,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97402000AH0942,Bras-Panon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97402000AH0942,Bras-Panon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 81.0, ""geom_ST_Area_2975"": 80.91, ""parcels.surface_m2"": 80.91, ""mvt"": 80.91}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97402000AH0942,Bras-Panon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97416000EW0615,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97416000EW0615,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 813.0, ""geom_ST_Area_2975"": 812.96, ""parcels.surface_m2"": 812.96, ""mvt"": 812.96}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000EW0615,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 244, ""mvt"": 244, ""residuel(canon)"": 244}",OK,canon=parcel_residuel cause NULL,
97416000ET2116,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97416000ET2116,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 296.0, ""geom_ST_Area_2975"": 295.84, ""parcels.surface_m2"": 295.84, ""mvt"": 295.84}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000ET2116,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 104, ""mvt"": 104, ""residuel(canon)"": 104}",OK,canon=parcel_residuel cause NULL,
97403000AT0323,Entre-Deux,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97403000AT0323,Entre-Deux,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 495.0, ""geom_ST_Area_2975"": 495.11, ""parcels.surface_m2"": 495.11, ""mvt"": 495.11}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97403000AT0323,Entre-Deux,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 196, ""mvt"": 196, ""renouv"": 196, ""residuel(canon)"": 196}",OK,canon=parcel_residuel cause NULL,
97409000BP0121,Saint-André,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97409000BP0121,Saint-André,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 545.0, ""geom_ST_Area_2975"": 544.84, ""parcels.surface_m2"": 544.84, ""mvt"": 544.84}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97409000BP0121,Saint-André,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97422000BH1077,Le Tampon,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97422000BH1077,Le Tampon,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 965.0, ""geom_ST_Area_2975"": 964.7, ""parcels.surface_m2"": 964.7, ""mvt"": 964.7}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97422000BH1077,Le Tampon,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 177, ""mvt"": 177, ""renouv"": 177, ""residuel(canon)"": 177}",OK,canon=parcel_residuel cause NULL,
97415000EI0174,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97415000EI0174,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 541.0, ""geom_ST_Area_2975"": 540.76, ""parcels.surface_m2"": 540.76, ""mvt"": 540.76}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000EI0174,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 108, ""mvt"": 108, ""residuel(canon)"": 108}",OK,canon=parcel_residuel cause NULL,
97401000AI0701,Les Avirons,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97401000AI0701,Les Avirons,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1037.0, ""geom_ST_Area_2975"": 1037.18, ""parcels.surface_m2"": 1037.18, ""mvt"": 1037.18}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97401000AI0701,Les Avirons,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97416000EW0578,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97416000EW0578,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 5549.0, ""geom_ST_Area_2975"": 5548.56, ""parcels.surface_m2"": 5548.56, ""mvt"": 5548.56}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000EW0578,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 2128, ""mvt"": 2128, ""residuel(canon)"": 2128}",OK,canon=parcel_residuel cause NULL,
97409000BM0563,Saint-André,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97409000BM0563,Saint-André,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 675.0, ""geom_ST_Area_2975"": 675.21, ""parcels.surface_m2"": 675.21, ""mvt"": 675.21}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97409000BM0563,Saint-André,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97417000AO0249,Saint-Philippe,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97417000AO0249,Saint-Philippe,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 660.0, ""geom_ST_Area_2975"": 660.11, ""parcels.surface_m2"": 660.11, ""mvt"": 660.11}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97417000AO0249,Saint-Philippe,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,{},OK,canon=parcel_residuel cause NULL,
97413000CO0665,Saint-Leu,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97413000CO0665,Saint-Leu,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 302.0, ""geom_ST_Area_2975"": 301.67, ""parcels.surface_m2"": 301.67, ""mvt"": 301.67}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97413000CO0665,Saint-Leu,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 166, ""mvt"": 166, ""residuel(canon)"": 166}",OK,canon=parcel_residuel cause NULL,
97405000BE1069,Petite-Île,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97405000BE1069,Petite-Île,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1342.0, ""geom_ST_Area_2975"": 1341.99, ""parcels.surface_m2"": 1341.99, ""mvt"": 1341.99}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97405000BE1069,Petite-Île,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97423000AK2080,Les Trois-Bassins,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97423000AK2080,Les Trois-Bassins,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 958.0, ""geom_ST_Area_2975"": 958.26, ""parcels.surface_m2"": 958.26, ""mvt"": 958.26}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97423000AK2080,Les Trois-Bassins,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97411000DE0117,Saint-Denis,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Long terme"", ""v2/score(court)"": ""Long terme"", ""mvt(court)"": ""Long terme""}",OK,exp_court=Long terme raw=reserve_fonciere,etage0=False
97411000DE0117,Saint-Denis,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1175.0, ""geom_ST_Area_2975"": 1174.92, ""parcels.surface_m2"": 1174.92, ""mvt"": 1174.92}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97411000DE0117,Saint-Denis,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1310, ""mvt"": 1310, ""residuel(canon)"": 1310}",OK,canon=parcel_residuel cause NULL,
97419000AM0454,Sainte-Rose,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Neutre"", ""v2/score(court)"": ""Neutre"", ""mvt(court)"": ""Neutre""}",OK,exp_court=Neutre raw=a_creuser,etage0=False
97419000AM0454,Sainte-Rose,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 820.0, ""geom_ST_Area_2975"": 819.65, ""parcels.surface_m2"": 819.65, ""mvt"": 819.65}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97419000AM0454,Sainte-Rose,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 369, ""mvt"": 369, ""residuel(canon)"": 369}",OK,canon=parcel_residuel cause NULL,
97416000IB0400,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
97416000IB0400,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 261.0, ""geom_ST_Area_2975"": 260.76, ""parcels.surface_m2"": 260.76, ""mvt"": 260.76}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000IB0400,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97416000HR0264,Saint-Pierre,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97416000HR0264,Saint-Pierre,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 26.0, ""geom_ST_Area_2975"": 26.43, ""parcels.surface_m2"": 26.43, ""mvt"": 26.43}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97416000HR0264,Saint-Pierre,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97419000AI0715,Sainte-Rose,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Écartée"", ""v2/score(court)"": ""Écartée"", ""mvt(court)"": ""Écartée""}",OK,exp_court=Écartée raw=ecartee,etage0=False
97419000AI0715,Sainte-Rose,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 25743.0, ""geom_ST_Area_2975"": 25743.36, ""parcels.surface_m2"": 25743.36, ""mvt"": 25743.36}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97419000AI0715,Sainte-Rose,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""mvt"": 0}",OK,canon=parcel_residuel cause NULL,
97424000AM0924,Cilaos,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Priorité"", ""v2/score(court)"": ""Priorité"", ""mvt(court)"": ""Priorité""}",OK,exp_court=Priorité raw=brulante,etage0=False
97424000AM0924,Cilaos,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 1799.0, ""geom_ST_Area_2975"": 1799.26, ""parcels.surface_m2"": 1799.26, ""mvt"": 1799.26}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97424000AM0924,Cilaos,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 1457, ""mvt"": 1457, ""residuel(canon)"": 1457}",OK,canon=parcel_residuel cause NULL,
97410000AV0657,Saint-Benoît,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97410000AV0657,Saint-Benoît,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 370.0, ""geom_ST_Area_2975"": 369.94, ""parcels.surface_m2"": 369.94, ""mvt"": 369.94}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97410000AV0657,Saint-Benoît,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 173, ""mvt"": 173, ""residuel(canon)"": 173}",OK,canon=parcel_residuel cause NULL,
97415000AZ0648,Saint-Paul,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""À suivre"", ""v2/score(court)"": ""À suivre"", ""mvt(court)"": ""À suivre""}",OK,exp_court=À suivre raw=chaude,etage0=False
97415000AZ0648,Saint-Paul,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 453.0, ""geom_ST_Area_2975"": 452.82, ""parcels.surface_m2"": 452.82, ""mvt"": 452.82}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97415000AZ0648,Saint-Paul,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 182, ""mvt"": 182, ""residuel(canon)"": 182}",OK,canon=parcel_residuel cause NULL,
97412000BW2031,Saint-Joseph,tier,fiche.label|v2/score|mvt->court,"{""fiche.label"": ""Faible"", ""v2/score(court)"": ""Faible"", ""mvt(court)"": ""Faible""}",OK,exp_court=Faible raw=declasse_bati_sature,etage0=False
